x-axis,y-axis,z-axis,|time
-6.129156249999999|,-9.65342109375,-0.612915625,|0.8939383959999532
-6.129156249999999|,-9.65342109375,-0.612915625,|0.894350476999989
-6.129156249999999|,-9.65342109375,-0.612915625,|0.8947676099999171
-7.201758593749999|,-9.65342109375,1.37906015625,|0.8951785449999079
-7.201758593749999|,-9.65342109375,1.37906015625,|0.8956296359999669
-7.201758593749999|,-9.65342109375,-0.9193734374999999,|0.8961321329999237
-6.89530078125|,-10.87925234375,-0.9193734374999999,|0.8966228069999715
-6.89530078125|,-10.87925234375,-0.9193734374999999,|0.8969905650000101
-6.89530078125|,-10.1131078125,0.45968671874999995,|0.8974130629999308
-5.209782812499999|,-10.1131078125,0.45968671874999995,|0.8979063929999711
-5.209782812499999|,-10.1131078125,0.45968671874999995,|0.8983098809999319
-7.967903124999999|,-10.419565624999999,0.15322890625,|0.8986709199999723
-7.967903124999999|,-10.419565624999999,0.15322890625,|0.8990262309999935
-7.967903124999999|,-10.419565624999999,0.15322890625,|0.8993819059999169
-7.967903124999999|,-10.419565624999999,0.15322890625,|0.8997421639999175
-8.734047656249999|,-8.2743609375,-5.209782812499999,|0.9000957559999279
-8.734047656249999|,-8.2743609375,-5.209782812499999,|0.9005546070000037
-8.734047656249999|,-9.65342109375,0.9193734374999999,|0.9010918430000174
-7.6614453125|,-9.65342109375,0.9193734374999999,|0.9017139750000069
-7.6614453125|,-9.65342109375,0.9193734374999999,|0.9022523569999521
-5.97592734375|,-11.03248125,3.6774937499999996,|0.9026884489999247
-5.97592734375|,-11.03248125,3.6774937499999996,|0.9031020399999079
-5.97592734375|,-11.03248125,-1.5322890624999999,|0.9035164129999202
-7.201758593749999|,-9.193734375,-1.5322890624999999,|0.9039260459999241
-7.201758593749999|,-9.193734375,-1.5322890624999999,|0.9043671370000084
-7.201758593749999|,-9.193734375,-3.21780703125,|0.9047886969999581
-6.282385156249999|,-9.193734375,-3.21780703125,|0.9052018709999174
-6.282385156249999|,-9.193734375,-3.21780703125,|0.9056558269999186
-5.97592734375|,-9.80665,-3.21780703125,|0.906202437999923
-5.97592734375|,-9.80665,-3.21780703125,|0.906718476999913
-5.97592734375|,-9.80665,-1.22583125,|0.9071917559999747
-4.13718046875|,-10.572794531249999,-1.22583125,|0.9076784709999401
-4.13718046875|,-10.572794531249999,-1.22583125,|0.9081588849999207
-3.5242648437499997|,-11.3389390625,0.612915625,|0.9086808089999749
-3.5242648437499997|,-11.3389390625,0.612915625,|0.9091903379999167
-3.5242648437499997|,-11.3389390625,0.612915625,|0.9096420539999599
0.15322890625|,-11.49216796875,0.45968671874999995,|0.9100668429999814
0.15322890625|,-11.49216796875,0.45968671874999995,|0.9105294439999625
2.1452046874999997|,-11.3389390625,0.612915625,|0.911083815999973
2.1452046874999997|,-11.3389390625,0.612915625,|0.9116017819999342
2.1452046874999997|,-11.3389390625,0.612915625,|0.9120930809999663
7.048529687499999|,-8.427589843749999,7.201758593749999,|0.9126196400000026
7.048529687499999|,-8.427589843749999,7.201758593749999,|0.9131972929999392
5.97592734375|,-11.3389390625,15.782577343749999,|0.9137747379999155
5.97592734375|,-11.3389390625,15.782577343749999,|0.9142561410000098
5.516240625|,-9.193734375,7.81467421875,|0.9146893159999081
5.516240625|,-9.193734375,7.81467421875,|0.9151081149999527
5.516240625|,-9.193734375,7.81467421875,|0.9155614459999697
5.516240625|,-7.354987499999999,-2.1452046874999997,|0.9161096719999478
5.516240625|,-7.354987499999999,-2.1452046874999997,|0.9166870120000112
2.29843359375|,-5.66946953125,-8.12113203125,|0.9171683639999628
2.29843359375|,-5.66946953125,-8.12113203125,|0.9176553400000103
2.29843359375|,-5.66946953125,-8.12113203125,|0.9182109099999707
2.7581203125|,-7.354987499999999,-3.6774937499999996,|0.9186865319999242
2.7581203125|,-7.354987499999999,-3.6774937499999996,|0.9191331959999616
2.7581203125|,-10.1131078125,4.75009609375,|0.9195827769999596
4.44363828125|,-10.1131078125,4.75009609375,|0.9200204819999271
4.44363828125|,-10.1131078125,11.18571015625,|0.920814747999998
5.05655390625|,-10.572794531249999,11.18571015625,|0.9214343799999369
5.05655390625|,-10.572794531249999,11.18571015625,|0.9219619809999813
9.95987890625|,-11.03248125,19.46007109375,|0.9224419789999274
9.95987890625|,-11.03248125,19.46007109375,|0.9229414550000001
6.89530078125|,-7.201758593749999,8.12113203125,|0.9235055660000171
6.89530078125|,-7.201758593749999,8.12113203125,|0.9239812920000077
6.89530078125|,-7.201758593749999,8.12113203125,|0.9244359250000116
7.967903124999999|,-7.967903124999999,-1.22583125,|0.9248621209999328
7.967903124999999|,-7.967903124999999,-1.22583125,|0.9252789930000063
7.967903124999999|,-7.967903124999999,-5.516240625,|0.9257354489999443
6.58884296875|,-5.05655390625,-5.516240625,|0.9262845079999806
6.58884296875|,-5.05655390625,-5.516240625,|0.926882993999925
7.967903124999999|,-7.6614453125,1.22583125,|0.927470906999929
7.967903124999999|,-7.6614453125,1.22583125,|0.9279601749999529
5.516240625|,-7.201758593749999,3.83072265625,|0.9284242869999844
5.516240625|,-7.201758593749999,3.83072265625,|0.9288544930000171
5.516240625|,-7.201758593749999,3.83072265625,|0.9293217299999696
4.75009609375|,-7.967903124999999,0.7661445312499999,|0.9298537060000172
4.75009609375|,-7.967903124999999,0.7661445312499999,|0.9304623479999918
3.0645781249999997|,-6.89530078125,-4.13718046875,|0.9311382299999877
3.0645781249999997|,-6.89530078125,-4.13718046875,|0.9318270279999297
3.21780703125|,-6.742071875,-3.6774937499999996,|0.9325392629999669
3.21780703125|,-8.580818749999999,1.5322890624999999,|0.933172280000008
3.21780703125|,-8.580818749999999,1.5322890624999999,|0.9336959749999778
3.21780703125|,-8.580818749999999,1.5322890624999999,|0.93413581599998
3.21780703125|,-8.734047656249999,2.7581203125,|0.9345602930000041
3.21780703125|,-8.734047656249999,2.7581203125,|0.9349770609999268
3.21780703125|,-8.734047656249999,2.7581203125,|0.9353865379999888
1.68551796875|,-6.89530078125,-1.37906015625,|0.9358427849999771
1.68551796875|,-6.89530078125,-1.37906015625,|0.9364293959999941
1.5322890624999999|,-8.734047656249999,-4.13718046875,|0.936952726999948
1.5322890624999999|,-8.734047656249999,-4.13718046875,|0.9374240259999169
1.5322890624999999|,-8.734047656249999,-4.13718046875,|0.9379139709999436
0.9193734374999999|,-6.129156249999999,-3.5242648437499997,|0.9384048539999412
0.9193734374999999|,-6.129156249999999,-3.5242648437499997,|0.9388295909999442
0.9193734374999999|,-6.129156249999999,-2.7581203125,|0.9392443279999725
-0.9193734374999999|,-7.354987499999999,-2.7581203125,|0.9396564090000084
-0.9193734374999999|,-7.354987499999999,-2.7581203125,|0.9400718229999256
-0.9193734374999999|,-8.2743609375,-0.45968671874999995,|0.9405499969999482
-3.21780703125|,-8.2743609375,-0.45968671874999995,|0.9411174939999682
-3.21780703125|,-8.2743609375,-0.45968671874999995,|0.9416538450000189
-2.91134921875|,-11.18571015625,1.8387468749999998,|0.9421432689999847
-2.91134921875|,-11.18571015625,1.8387468749999998,|0.9426293599999553
-3.9839515624999997|,-7.967903124999999,-0.45968671874999995,|0.9431235239999296
-3.9839515624999997|,-7.967903124999999,-0.45968671874999995,|0.9435513339999488
-3.9839515624999997|,-7.967903124999999,-0.45968671874999995,|0.9439716959999487
-5.516240625|,-6.742071875,-9.5001921875,|0.9444191929999306
-5.516240625|,-6.742071875,-9.5001921875,|0.944834711999988
-5.516240625|,-6.742071875,-9.5001921875,|0.9452851779999492
-3.9839515624999997|,-5.363011718749999,-16.855179687499998,|0.9458588200000122
-3.9839515624999997|,-5.363011718749999,-16.855179687499998,|0.9465479829999595
-4.75009609375|,-6.742071875,-10.726023437499999,|0.9473489679999147
-3.3710359375|,-7.6614453125,-1.5322890624999999,|0.9480271410000114
-3.3710359375|,-7.6614453125,-1.5322890624999999,|0.9486777099999699
-1.8387468749999998|,-9.95987890625,4.44363828125,|0.9492539039999883
-1.8387468749999998|,-9.95987890625,4.44363828125,|0.9498282759999483
-1.8387468749999998|,-9.95987890625,-5.516240625,|0.9503588979999904
-1.8387468749999998|,-6.282385156249999,-5.516240625,|0.9508052499999167
-1.8387468749999998|,-6.282385156249999,-5.516240625,|0.9512009759999955
-1.8387468749999998|,-6.282385156249999,-11.03248125,|0.9515857659999938
-1.5322890624999999|,-6.742071875,-11.03248125,|0.9520151899999973
-1.5322890624999999|,-6.742071875,-11.03248125,|0.9526564889999918
0.9193734374999999|,-6.742071875,-4.75009609375,|0.9532545060000075
0.9193734374999999|,-6.742071875,-4.75009609375,|0.9538840339999979
0.0|,-8.734047656249999,1.9919757812499999,|0.9545674149999286
0.0|,-8.734047656249999,1.9919757812499999,|0.9552435049999985
0.7661445312499999|,-8.2743609375,3.21780703125,|0.9558264180000151
0.7661445312499999|,-8.2743609375,3.21780703125,|0.9565164140000206
2.7581203125|,-9.80665,1.8387468749999998,|0.9570106300000134
2.7581203125|,-9.80665,1.8387468749999998,|0.9574687519999543
1.22583125|,-9.80665,1.9919757812499999,|0.9580703629999334
1.22583125|,-9.80665,1.9919757812499999,|0.9586139019999109
0.0|,-9.80665,2.29843359375,|0.9592473870000049
0.0|,-9.80665,2.29843359375,|0.9598849879999989
2.7581203125|,-12.258312499999999,10.87925234375,|0.9604820160000145
2.7581203125|,-12.258312499999999,10.87925234375,|0.9610214919999862
1.68551796875|,-13.63737265625,11.18571015625,|0.9615813319999233
1.68551796875|,-13.63737265625,11.18571015625,|0.9622761719999744
2.29843359375|,-12.411541406249999,7.81467421875,|0.9629335119999496
2.29843359375|,-12.411541406249999,7.81467421875,|0.9635850699999082
1.0726023437499999|,-11.645396875,3.6774937499999996,|0.9643047539999543
1.0726023437499999|,-11.645396875,3.6774937499999996,|0.9649055309999994
-0.3064578125|,-11.18571015625,2.7581203125,|0.9655027149999569
-0.3064578125|,-11.18571015625,2.7581203125,|0.9660596909999413
1.9919757812499999|,-9.95987890625,3.5242648437499997,|0.9666272399999798
1.9919757812499999|,-9.95987890625,3.5242648437499997,|0.9672187469999471
0.3064578125|,-10.266336718749999,3.83072265625,|0.9677739520000159
0.3064578125|,-10.266336718749999,3.83072265625,|0.9684304589999329
4.290409374999999|,-19.46007109375,-19.46007109375,|0.9690688399999772
4.290409374999999|,-19.46007109375,-19.46007109375,|0.9697615970000015
-19.46007109375|,-16.2422640625,19.46007109375,|0.9703868010000178
-19.46007109375|,-16.2422640625,19.46007109375,|0.9709571619999906
6.89530078125|,15.16966171875,19.46007109375,|0.9714409099999557
6.89530078125|,15.16966171875,19.46007109375,|0.9719780939999509
6.89530078125|,-19.46007109375,0.7661445312499999,|0.972589548999963
14.556746093749998|,-19.46007109375,0.7661445312499999,|0.9730748059999996
14.556746093749998|,-19.46007109375,0.7661445312499999,|0.973515271999986
19.46007109375|,19.000384375,-19.46007109375,|0.9739840720000075
19.46007109375|,19.000384375,-19.46007109375,|0.9744664129999592
19.46007109375|,19.000384375,-19.46007109375,|0.9749786489999224
-19.46007109375|,-8.734047656249999,-2.7581203125,|0.9754547919999368
-19.46007109375|,-8.734047656249999,-2.7581203125,|0.9759020289999398
-3.83072265625|,-11.645396875,11.49216796875,|0.976428640999984
-3.83072265625|,-11.645396875,11.49216796875,|0.9769314499999382
-3.83072265625|,-11.645396875,11.49216796875,|0.977351864999946
5.97592734375|,-19.46007109375,19.46007109375,|0.9777245709999534
5.97592734375|,-19.46007109375,19.46007109375,|0.9780786310000167
5.97592734375|,-19.46007109375,19.46007109375,|0.9784380039999405
-10.572794531249999|,-10.1131078125,19.46007109375,|0.9787927940000145
-10.572794531249999|,-10.1131078125,19.46007109375,|0.979146333000017
-10.572794531249999|,-10.1131078125,19.46007109375,|0.979504248000012
-10.572794531249999|,-10.1131078125,19.46007109375,|0.9798697659999789
-1.68551796875|,14.097059374999999,-19.46007109375,|0.9803267429999778
-1.68551796875|,14.097059374999999,-19.46007109375,|0.9808451249999735
-7.201758593749999|,-9.95987890625,-19.46007109375,|0.9813597579999396
-7.201758593749999|,-9.95987890625,-19.46007109375,|0.9817603799999688
-7.201758593749999|,-9.95987890625,-19.46007109375,|0.9821336589999419
2.1452046874999997|,-16.548721875,19.46007109375,|0.9825563129999182
2.1452046874999997|,-16.548721875,19.46007109375,|0.9830570909999778
2.1452046874999997|,-16.548721875,19.46007109375,|0.9834714119999717
0.15322890625|,-18.0810109375,19.46007109375,|0.9840919810000059
0.15322890625|,-18.0810109375,19.46007109375,|0.984607758999914
-7.50821640625|,-11.03248125,5.363011718749999,|0.9850569230000019
-7.50821640625|,-11.03248125,5.363011718749999,|0.9854241089999505
-7.50821640625|,-11.03248125,5.363011718749999,|0.9857776479999529
-7.50821640625|,-5.209782812499999,-19.46007109375,|0.986134156999924
2.91134921875|,-5.209782812499999,-19.46007109375,|0.9864883729999292
2.91134921875|,-5.209782812499999,-19.46007109375,|0.9868438400000059
2.91134921875|,-5.209782812499999,-19.46007109375,|0.9871975359999396
0.612915625|,2.4516625,-19.46007109375,|0.9875525859999925
0.612915625|,2.4516625,-19.46007109375,|0.9879382089999353
0.612915625|,2.4516625,-19.46007109375,|0.9884267989999671
0.3064578125|,-3.3710359375,-1.68551796875,|0.9891892949999601
0.3064578125|,-3.3710359375,19.46007109375,|0.9898609059999899
-0.3064578125|,-19.46007109375,19.46007109375,|0.9905206930000077
-0.3064578125|,-11.9518546875,15.0164328125,|0.9910804300000109
2.1452046874999997|,-11.9518546875,15.0164328125,|0.9915360520000149
2.1452046874999997|,-11.9518546875,15.0164328125,|0.9919566229999646
-1.37906015625|,-2.29843359375,-12.871228125,|0.9924171929999375
-1.37906015625|,-2.29843359375,-12.871228125,|0.9928470339999649
-1.37906015625|,-2.29843359375,-12.871228125,|0.9932609379999349
-2.1452046874999997|,-3.5242648437499997,-18.6939265625,|0.9936628099999325
-2.1452046874999997|,-3.5242648437499997,-18.6939265625,|0.9940244749999465
-2.1452046874999997|,-3.5242648437499997,-18.6939265625,|0.9943831189999628
-2.1452046874999997|,-8.8872765625,-2.7581203125,|0.994740825000008
1.68551796875|,-8.8872765625,-2.7581203125,|0.9950960830000213
1.68551796875|,-8.8872765625,-2.7581203125,|0.9954479560000209
1.68551796875|,-8.8872765625,-2.7581203125,|0.9958009229999334
-1.8387468749999998|,-13.33091484375,19.46007109375,|0.9961528479999515
-1.8387468749999998|,-13.33091484375,19.46007109375,|0.9966448239999863
-1.8387468749999998|,-13.33091484375,15.47611953125,|0.9971990919999598
-0.3064578125|,-13.33091484375,15.47611953125,|0.9977155990000028
-0.3064578125|,-13.33091484375,15.47611953125,|0.9982082519999267
-2.1452046874999997|,-7.967903124999999,-4.75009609375,|0.9987050199999885
-2.1452046874999997|,-7.967903124999999,-4.75009609375,|0.9992483510000056
-1.9919757812499999|,-7.50821640625,-12.564770312499999,|0.9997249099999408
-1.9919757812499999|,-7.50821640625,-12.564770312499999,|1.000159960000019
-1.9919757812499999|,-7.50821640625,-12.564770312499999,|1.0006539149999298
-3.5242648437499997|,-8.8872765625,0.45968671874999995,|1.0010782360000121
-3.5242648437499997|,-8.8872765625,0.45968671874999995,|1.00153646199999
-3.5242648437499997|,-8.8872765625,0.45968671874999995,|1.0021000529999355
-0.7661445312499999|,-12.258312499999999,15.47611953125,|1.002620621999995
-0.7661445312499999|,-12.258312499999999,15.47611953125,|1.0031052030000183
-1.37906015625|,-12.717999218749998,12.871228125,|1.003599157999929
-1.37906015625|,-12.717999218749998,12.871228125,|1.0041499879999947
-2.91134921875|,-9.193734375,-1.68551796875,|1.0046680059999744
-2.91134921875|,-9.193734375,-1.68551796875,|1.0051030039999205
-2.91134921875|,-9.193734375,-1.68551796875,|1.0055178970000043
-1.37906015625|,-9.34696328125,-7.50821640625,|1.0059339360000195
-1.37906015625|,-9.34696328125,-7.50821640625,|1.0063432050000074
-1.37906015625|,-9.34696328125,-7.50821640625,|1.0067865879999545
-1.68551796875|,-9.5001921875,0.45968671874999995,|1.0073263759999236
-1.68551796875|,-9.5001921875,0.45968671874999995,|1.0078884039999139
-3.3710359375|,-11.79862578125,7.967903124999999,|1.0084988689999363
-3.3710359375|,-11.79862578125,7.967903124999999,|1.0091340739999168
-1.0726023437499999|,-10.726023437499999,6.742071875,|1.0098555280000028
-1.0726023437499999|,-10.726023437499999,6.742071875,|1.0105840129999706
-1.5322890624999999|,-9.5001921875,-1.0726023437499999,|1.0113760919999777
-1.0726023437499999|,-7.048529687499999,-2.6048914062499997,|1.0121558789999199
-1.0726023437499999|,-7.048529687499999,-2.6048914062499997,|1.012928790999922
-0.45968671874999995|,-6.4356140625,3.6774937499999996,|1.0135930579999695
-0.45968671874999995|,-6.4356140625,3.6774937499999996,|1.0140920649999998
1.0726023437499999|,-9.193734375,5.516240625,|1.0145228439999983
1.0726023437499999|,-9.193734375,5.516240625,|1.0149332579999282
1.0726023437499999|,-9.193734375,5.516240625,|1.015351068999962
0.3064578125|,-9.65342109375,1.5322890624999999,|1.015758462000008
0.3064578125|,-9.65342109375,1.5322890624999999,|1.0161694490000173
0.3064578125|,-9.65342109375,1.5322890624999999,|1.0166645499999731
-2.29843359375|,-8.2743609375,-0.612915625,|1.0172111619999669
-2.29843359375|,-8.2743609375,-0.612915625,|1.017747199999917
-0.9193734374999999|,-11.3389390625,0.0,|1.0182418849999522
-0.9193734374999999|,-11.3389390625,0.0,|1.0187725069999942
-0.9193734374999999|,-11.3389390625,0.0,|1.0192462019999766
-0.7661445312499999|,-11.49216796875,3.3710359375,|1.0196661989999711
-0.7661445312499999|,-11.49216796875,3.3710359375,|1.0200783849999198
-0.7661445312499999|,-11.49216796875,3.3710359375,|1.0205324439999686
-2.1452046874999997|,-10.726023437499999,3.6774937499999996,|1.020967753999912
-2.1452046874999997|,-10.726023437499999,3.6774937499999996,|1.0213863980000042
-2.1452046874999997|,-10.726023437499999,0.7661445312499999,|1.0218463950000114
-1.68551796875|,-9.65342109375,0.7661445312499999,|1.0224049849999801
-1.68551796875|,-9.65342109375,0.7661445312499999,|1.0229268049999973
0.0|,-8.2743609375,0.612915625,|1.0234070110000175
0.0|,-8.2743609375,0.612915625,|1.0238841429999184
0.0|,-8.2743609375,1.8387468749999998,|1.0243911719999232
0.45968671874999995|,-8.2743609375,1.8387468749999998,|1.0248297109999385
0.45968671874999995|,-8.2743609375,1.8387468749999998,|1.0252439789999244
0.15322890625|,-8.2743609375,2.4516625,|1.025658142999987
0.15322890625|,-8.2743609375,2.4516625,|1.0260668390000092
0.15322890625|,-8.2743609375,2.4516625,|1.026507252999977
-0.15322890625|,-7.6614453125,1.8387468749999998,|1.027033916999926
-0.15322890625|,-7.6614453125,1.8387468749999998,|1.0275728719999506
-0.7661445312499999|,-7.50821640625,-1.5322890624999999,|1.0281006809999553
-0.7661445312499999|,-7.50821640625,-1.5322890624999999,|1.0286965629999258
-0.7661445312499999|,-7.50821640625,-0.45968671874999995,|1.0292493199999626
-2.6048914062499997|,-11.645396875,-0.45968671874999995,|1.029720723999958
-2.6048914062499997|,-11.645396875,-0.45968671874999995,|1.030153741999925
-2.6048914062499997|,-12.411541406249999,3.3710359375,|1.0305889999999636
-2.6048914062499997|,-12.411541406249999,3.3710359375,|1.0310486849999734
-2.6048914062499997|,-12.411541406249999,3.3710359375,|1.0314975879999793
-1.5322890624999999|,-11.18571015625,0.0,|1.0320319599999266
-1.5322890624999999|,-11.18571015625,0.0,|1.0326121129999137
-0.45968671874999995|,-9.5001921875,-0.3064578125,|1.0331015890000117
-0.45968671874999995|,-9.5001921875,-0.3064578125,|1.0335949719999462
-0.45968671874999995|,-9.5001921875,-0.3064578125,|1.0340795519999801
0.0|,-8.427589843749999,0.3064578125,|1.0345690809999724
0.0|,-8.427589843749999,0.3064578125,|1.0350456400000212
0.3064578125|,-8.580818749999999,1.5322890624999999,|1.0354653250000183
0.3064578125|,-8.580818749999999,1.5322890624999999,|1.0358788649999724
0.3064578125|,-8.580818749999999,1.5322890624999999,|1.0363337059999367
1.22583125|,-9.5001921875,1.9919757812499999,|1.036803129999953
1.22583125|,-9.5001921875,1.9919757812499999,|1.037353908
1.22583125|,-9.5001921875,0.9193734374999999,|1.0378789049999568
0.15322890625|,-6.89530078125,0.9193734374999999,|1.0383606729999428
0.15322890625|,-6.89530078125,0.9193734374999999,|1.038845513999945
-1.8387468749999998|,-11.9518546875,-1.68551796875,|1.0393235319999121
-1.8387468749999998|,-11.9518546875,-1.68551796875,|1.0397485820000156
-1.8387468749999998|,-11.9518546875,-1.68551796875,|1.0401600899999721
-1.0726023437499999|,-12.105083593749999,0.9193734374999999,|1.0406105559999332
-1.0726023437499999|,-12.105083593749999,0.9193734374999999,|1.0410269589999643
-1.0726023437499999|,-12.105083593749999,0.9193734374999999,|1.0414763840000205
-0.7661445312499999|,-9.80665,1.0726023437499999,|1.0422528379999676
-0.7661445312499999|,-9.80665,1.9919757812499999,|1.0428391880000163
0.3064578125|,-10.87925234375,1.9919757812499999,|1.0433432479999283
0.3064578125|,-10.87925234375,1.9919757812499999,|1.0438463179999644
-1.8387468749999998|,-10.419565624999999,0.45968671874999995,|1.0443649089999099
-1.8387468749999998|,-10.419565624999999,0.45968671874999995,|1.0448109999999815
-1.8387468749999998|,-10.419565624999999,0.612915625,|1.0452325079999127
-1.68551796875|,-11.03248125,0.612915625,|1.0456459949999726
-1.68551796875|,-11.03248125,0.612915625,|1.0460601589999214
-1.68551796875|,-11.03248125,-0.15322890625,|1.0464986979999367
-2.7581203125|,-11.03248125,-0.15322890625,|1.0470333299999766
-2.7581203125|,-11.03248125,-0.15322890625,|1.047570149999956
-2.7581203125|,-9.34696328125,1.9919757812499999,|1.0480515020000212
-2.7581203125|,-9.34696328125,1.9919757812499999,|1.048597539999946
-2.1452046874999997|,-11.9518546875,0.15322890625,|1.0491130059999705
-2.1452046874999997|,-11.9518546875,0.15322890625,|1.0495451389999744
-2.1452046874999997|,-11.9518546875,0.15322890625,|1.0499674799999639
-0.7661445312499999|,-10.726023437499999,-1.0726023437499999,|1.050381070999947
-0.7661445312499999|,-10.726023437499999,-1.0726023437499999,|1.0507922150000013
-0.7661445312499999|,-10.726023437499999,-1.0726023437499999,|1.0512091389999796
-0.7661445312499999|,-10.266336718749999,-0.7661445312499999,|1.051658927999938
-0.7661445312499999|,-10.266336718749999,-0.7661445312499999,|1.0522641329999942
-0.612915625|,-10.419565624999999,1.0726023437499999,|1.0527874629999587
-0.612915625|,-10.419565624999999,1.0726023437499999,|1.0532820959999754
-0.612915625|,-10.419565624999999,1.0726023437499999,|1.0537861550000116
0.45968671874999995|,-11.18571015625,0.7661445312499999,|1.0542520379999587
0.45968671874999995|,-11.18571015625,0.7661445312499999,|1.0546722959999215
0.45968671874999995|,-11.18571015625,0.7661445312499999,|1.0550833349999493
-0.7661445312499999|,-11.03248125,0.0,|1.055496926999922
-0.7661445312499999|,-11.03248125,0.0,|1.055903538999928
-0.7661445312499999|,-11.03248125,-0.45968671874999995,|1.0563461919999781
0.0|,-10.87925234375,-0.45968671874999995,|1.05681519999996
0.0|,-10.87925234375,-0.45968671874999995,|1.0573657179999145
0.612915625|,-9.95987890625,-1.68551796875,|1.0578851419999182
0.612915625|,-9.95987890625,-1.68551796875,|1.0583671179999783
0.612915625|,-9.95987890625,-1.0726023437499999,|1.0588201879999133
-0.612915625|,-9.95987890625,-1.0726023437499999,|1.0592440399999532
-0.612915625|,-9.95987890625,-1.0726023437499999,|1.059601172999919
-0.612915625|,-9.95987890625,-1.0726023437499999,|1.0599564839999402
-0.45968671874999995|,-12.871228125,1.5322890624999999,|1.0603774190000195
-0.45968671874999995|,-12.871228125,1.5322890624999999,|1.0608163749999449
-0.45968671874999995|,-12.871228125,1.5322890624999999,|1.061220538999919
-0.7661445312499999|,-10.572794531249999,1.5322890624999999,|1.0615995989999192
-0.7661445312499999|,-10.572794531249999,1.5322890624999999,|1.0619570449999856
-0.7661445312499999|,-10.572794531249999,1.5322890624999999,|1.0623350109999592
-0.3064578125|,-10.572794531249999,0.9193734374999999,|1.062776779999922
-0.3064578125|,-10.572794531249999,0.9193734374999999,|1.0632554750000054
-0.3064578125|,-10.572794531249999,0.9193734374999999,|1.0637082849999615
-1.37906015625|,-10.726023437499999,0.45968671874999995,|1.064167709000003
-1.37906015625|,-10.726023437499999,0.45968671874999995,|1.064705623000009
-0.7661445312499999|,-11.03248125,0.612915625,|1.0652486919999546
-0.7661445312499999|,-11.03248125,0.612915625,|1.0656599919999508
-0.7661445312499999|,-11.03248125,0.612915625,|1.066021448000015
0.45968671874999995|,-11.49216796875,1.8387468749999998,|1.0663757169999144
0.45968671874999995|,-11.49216796875,1.8387468749999998,|1.0667335790000152
0.45968671874999995|,-11.49216796875,1.8387468749999998,|1.0670884730000125
0.45968671874999995|,-11.49216796875,1.22583125,|1.0674434709999332
-1.37906015625|,-9.65342109375,1.22583125,|1.0677976879999278
-1.37906015625|,-9.65342109375,1.22583125,|1.0681487269999934
-1.37906015625|,-9.65342109375,1.22583125,|1.0686411199999384
-1.0726023437499999|,-12.717999218749998,2.1452046874999997,|1.069178668999939
-1.0726023437499999|,-12.717999218749998,2.1452046874999997,|1.069848664999995
-0.9193734374999999|,-12.258312499999999,1.37906015625,|1.070426786999974
-0.9193734374999999|,-12.258312499999999,1.37906015625,|1.0709487109999145
-1.68551796875|,-10.572794531249999,0.3064578125,|1.071401155999979
-1.68551796875|,-10.572794531249999,0.3064578125,|1.0718217789999471
-1.68551796875|,-10.572794531249999,0.3064578125,|1.0722664639999948
-2.4516625|,-12.717999218749998,1.22583125,|1.0726856799999496
-2.4516625|,-12.717999218749998,1.22583125,|1.0730977609999854
-2.4516625|,-12.717999218749998,1.22583125,|1.0735491119999097
-1.68551796875|,-12.105083593749999,2.6048914062499997,|1.0740948899999694
-1.68551796875|,-12.105083593749999,2.6048914062499997,|1.0746108249999224
6.58884296875|,-11.645396875,-0.612915625,|1.075093633999927
6.58884296875|,-11.645396875,-0.612915625,|1.0756013399999347
6.58884296875|,-12.105083593749999,-5.05655390625,|1.0761662319999914
0.15322890625|,-12.105083593749999,-5.05655390625,|1.0766823750000185
0.15322890625|,-12.105083593749999,-5.05655390625,|1.0771148210000092
-2.91134921875|,-19.46007109375,19.46007109375,|1.0775316409999505
-2.91134921875|,-19.46007109375,19.46007109375,|1.0779437740000049
-2.91134921875|,-19.46007109375,19.46007109375,|1.0783575219999193
-0.9193734374999999|,-18.6939265625,19.46007109375,|1.0788056439999991
-0.9193734374999999|,-18.6939265625,19.46007109375,|1.0793540779999375
4.5968671875|,-13.1776859375,14.556746093749998,|1.079909960000009
4.5968671875|,-13.1776859375,14.556746093749998,|1.0805074569999533
3.83072265625|,-4.44363828125,-19.46007109375,|1.081265003999988
3.83072265625|,-4.44363828125,-19.46007109375,|1.0819158859999334
0.0|,-6.742071875,-19.46007109375,|1.0824117689999184
0.0|,-6.742071875,-19.46007109375,|1.0828335369999422
0.0|,-6.742071875,-19.46007109375,|1.0832972319999499
0.15322890625|,-12.717999218749998,9.04050546875,|1.083842749999917
0.15322890625|,-12.717999218749998,9.04050546875,|1.0844715999999153
0.0|,-15.782577343749999,19.46007109375,|1.0850359199999957
0.0|,-15.782577343749999,19.46007109375,|1.0854709169999524
0.0|,-15.782577343749999,14.86320390625,|1.0859442479999188
2.4516625|,-13.33091484375,14.86320390625,|1.0864322139999558
2.4516625|,-13.33091484375,14.86320390625,|1.0868563779999931
0.7661445312499999|,-9.95987890625,-6.282385156249999,|1.0872661669999388
0.7661445312499999|,-9.95987890625,-6.282385156249999,|1.0876848109999173
0.7661445312499999|,-9.95987890625,-6.282385156249999,|1.0880997040000011
3.21780703125|,-10.419565624999999,-5.516240625,|1.0885808989999077
3.21780703125|,-10.419565624999999,-5.516240625,|1.089142250000009
