x-axis,y-axis,z-axis,|time
-0.612915625|,-6.742071875,-6.58884296875,|0.44150896799999373
-0.612915625|,-6.742071875,-6.58884296875,|0.44216010999991795
-0.612915625|,-6.742071875,-6.4356140625,|0.44281119999993734
-0.612915625|,-6.742071875,-6.4356140625,|0.44343458200000896
-0.612915625|,-6.58884296875,-6.742071875,|0.4440012979999892
-0.612915625|,-6.58884296875,-6.742071875,|0.44448733599995194
-0.612915625|,-6.58884296875,-6.742071875,|0.4448730629999318
-0.612915625|,-6.4356140625,-7.048529687499999,|0.4452317589999666
-0.612915625|,-6.4356140625,-7.048529687499999,|0.4455868609999243
-0.612915625|,-6.4356140625,-7.048529687499999,|0.4459416509999983
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.4462938880000138
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.44664883399991595
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.44700242599992634
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.4474063299999216
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.44794752399991467
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.4487466339999173
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.4494428279999738
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.4500437619999502
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.45067761299992526
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.45120833900000434
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.45166422099998726
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.4520877609999161
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.45258734099991216
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.4531723369999554
-0.7661445312499999|,-6.282385156249999,-7.354987499999999,|0.45369743899993864
-0.7661445312499999|,-6.282385156249999,-7.354987499999999,|0.45417446699991615
-0.7661445312499999|,-6.282385156249999,-7.354987499999999,|0.45465925600001356
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.455153107000001
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.45558206299995163
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.45599815399998533
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.4564431000000013
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.45686554499991416
-0.7661445312499999|,-6.58884296875,-6.742071875,|0.45755278100000396
-0.7661445312499999|,-6.58884296875,-6.742071875,|0.4581582459999254
-0.9193734374999999|,-6.58884296875,-6.58884296875,|0.45868897200000447
-0.9193734374999999|,-6.58884296875,-6.58884296875,|0.4591442290000032
-0.9193734374999999|,-6.58884296875,-6.58884296875,|0.4595627169999261
-0.9193734374999999|,-6.58884296875,-6.58884296875,|0.45999266199999056
-0.9193734374999999|,-6.58884296875,-6.58884296875,|0.460449533999963
-0.9193734374999999|,-6.58884296875,-6.58884296875,|0.46082260499997574
-0.9193734374999999|,-6.58884296875,-6.742071875,|0.46118166499991275
-0.9193734374999999|,-6.58884296875,-6.742071875,|0.4615345280000156
-0.9193734374999999|,-6.58884296875,-6.742071875,|0.46188858799996524
-0.9193734374999999|,-6.58884296875,-6.89530078125,|0.462242387999936
-0.7661445312499999|,-6.58884296875,-6.89530078125,|0.462619573999973
-0.7661445312499999|,-6.58884296875,-6.89530078125,|0.4630588939999143
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.46355581799991796
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.46407274199998483
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.46451477099992644
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.46491716399998495
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.4653399740000168
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.46577934699996604
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.4661466879999807
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.46650517599994146
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.4668611109999574
-0.7661445312499999|,-6.282385156249999,-7.048529687499999,|0.4672166819999575
-0.7661445312499999|,-6.282385156249999,-7.048529687499999,|0.46757355499994446
-0.7661445312499999|,-6.282385156249999,-7.048529687499999,|0.4679302199999711
-0.7661445312499999|,-6.282385156249999,-7.048529687499999,|0.46834026900000936
-0.7661445312499999|,-6.282385156249999,-7.201758593749999,|0.4688268809999272
-0.7661445312499999|,-6.282385156249999,-7.201758593749999,|0.469411460999936
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.4699632809999912
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.47048259999996844
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.4709197329999597
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.4713438449999785
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.4717585829999962
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.472176496999964
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.4726224839999986
-0.612915625|,-6.282385156249999,-7.354987499999999,|0.4730397209999637
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.47348669699999846
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.47403586099994754
-0.612915625|,-6.282385156249999,-6.742071875,|0.4745834099999229
-0.612915625|,-6.4356140625,-6.742071875,|0.475075750999963
-0.612915625|,-6.4356140625,-6.742071875,|0.4755541849999645
-0.612915625|,-6.58884296875,-6.58884296875,|0.4760492869999098
-0.612915625|,-6.58884296875,-6.58884296875,|0.4765110549999463
-0.612915625|,-6.58884296875,-6.58884296875,|0.47693599999990965
-0.612915625|,-6.4356140625,-6.58884296875,|0.4773489140000038
-0.612915625|,-6.4356140625,-6.58884296875,|0.47775823500001025
-0.612915625|,-6.4356140625,-6.58884296875,|0.47816984700000376
-0.612915625|,-6.58884296875,-6.742071875,|0.4786191669999198
-0.612915625|,-6.58884296875,-6.742071875,|0.4791690079999853
-0.612915625|,-6.4356140625,-6.89530078125,|0.47967931699997735
-0.612915625|,-6.4356140625,-6.89530078125,|0.4801486899999645
-0.612915625|,-6.4356140625,-6.89530078125,|0.480706654999949
-0.612915625|,-6.4356140625,-6.89530078125,|0.48120550599992384
-0.612915625|,-6.4356140625,-6.89530078125,|0.4816369100000202
-0.612915625|,-6.4356140625,-6.89530078125,|0.4820505529999082
-0.612915625|,-6.4356140625,-6.89530078125,|0.4824607589999914
-0.612915625|,-6.4356140625,-6.89530078125,|0.48287362099995335
-0.45968671874999995|,-6.4356140625,-6.89530078125,|0.4832799729999806
-0.45968671874999995|,-6.4356140625,-6.89530078125,|0.4837360120000085
-0.45968671874999995|,-6.4356140625,-6.89530078125,|0.48433319599996594
-0.612915625|,-6.4356140625,-6.89530078125,|0.48490871399997104
-0.612915625|,-6.4356140625,-6.89530078125,|0.48542907499995636
-0.612915625|,-6.4356140625,-7.048529687499999,|0.4858640209999976
-0.612915625|,-6.4356140625,-7.048529687499999,|0.48628026799997315
-0.612915625|,-6.4356140625,-7.048529687499999,|0.4866940680000198
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.4871083879999105
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.48752239599991753
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.487934164999956
-0.45968671874999995|,-6.282385156249999,-7.354987499999999,|0.488368692999984
-0.45968671874999995|,-6.282385156249999,-7.354987499999999,|0.4888346279999496
-0.45968671874999995|,-6.282385156249999,-7.354987499999999,|0.48938769799997317
-0.45968671874999995|,-6.282385156249999,-7.354987499999999,|0.48990998599992963
-0.45968671874999995|,-6.282385156249999,-7.354987499999999,|0.4903988379999191
-0.612915625|,-6.4356140625,-7.201758593749999,|0.49088914699996167
-0.612915625|,-6.4356140625,-7.201758593749999,|0.49137409200000093
-0.612915625|,-6.4356140625,-6.89530078125,|0.49180429799992
-0.612915625|,-6.4356140625,-6.89530078125,|0.49223940000001676
-0.612915625|,-6.4356140625,-6.89530078125,|0.4927379910000127
-0.612915625|,-6.4356140625,-6.742071875,|0.49321335199999794
-0.612915625|,-6.4356140625,-6.742071875,|0.4936836099999482
-0.612915625|,-6.4356140625,-6.742071875,|0.4942263670000102
-0.612915625|,-6.4356140625,-6.742071875,|0.4947376139999733
-0.612915625|,-6.4356140625,-6.742071875,|0.49521000699996875
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.4956990669999186
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.49634875099991405
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.4968439040000021
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.49727348499993695
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.4976915549999603
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.49810379199993804
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.49855957099998705
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.49910524500000975
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.49962529399999767
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5001518010000154
-0.7661445312499999|,-6.58884296875,-6.742071875,|0.5008130469999514
-0.7661445312499999|,-6.58884296875,-6.742071875,|0.5014357000000018
-0.7661445312499999|,-6.58884296875,-6.742071875,|0.5020450709999977
-0.7661445312499999|,-6.58884296875,-6.742071875,|0.5025992349999342
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5030754299999671
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.503533551999908
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5040909969999348
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5046504729999697
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5051433869999755
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.5056405189999396
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.5062187449999556
-0.7661445312499999|,-6.282385156249999,-7.201758593749999,|0.5066915549999749
-0.7661445312499999|,-6.282385156249999,-7.201758593749999,|0.5071178019999252
-0.7661445312499999|,-6.282385156249999,-7.201758593749999,|0.5075412889999598
-0.7661445312499999|,-6.282385156249999,-7.201758593749999,|0.5080127969999921
-0.7661445312499999|,-6.282385156249999,-7.201758593749999,|0.5085430020000103
-0.7661445312499999|,-6.282385156249999,-7.201758593749999,|0.509145602999979
-0.7661445312499999|,-6.282385156249999,-7.201758593749999,|0.5098478379999278
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5104299700000183
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5110311119999551
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5115736609999431
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5120632939999723
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5125319369999488
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5131942769999114
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5137006799999426
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5142784369999163
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5148492669999314
-0.612915625|,-6.4356140625,-6.89530078125,|0.5154319719999876
-0.612915625|,-6.4356140625,-6.89530078125,|0.5159555110000156
-0.612915625|,-6.4356140625,-6.89530078125,|0.5164196749999519
-0.7661445312499999|,-6.4356140625,-6.742071875,|0.5168456100000185
-0.7661445312499999|,-6.4356140625,-6.742071875,|0.5173300339999969
-0.7661445312499999|,-6.4356140625,-6.58884296875,|0.51792779099992
-0.7661445312499999|,-6.4356140625,-6.58884296875,|0.5185131519999686
-0.7661445312499999|,-6.4356140625,-6.58884296875,|0.5191148669999848
-0.7661445312499999|,-6.4356140625,-6.58884296875,|0.5196864260000211
-0.7661445312499999|,-6.4356140625,-6.742071875,|0.5201788189999661
-0.612915625|,-6.4356140625,-6.742071875,|0.5207894929999384
-0.612915625|,-6.4356140625,-6.89530078125,|0.5214215199999899
-0.612915625|,-6.4356140625,-6.89530078125,|0.5218965169999592
-0.612915625|,-6.4356140625,-6.89530078125,|0.522316878999959
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5227293250000002
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5231392700000015
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5235545809999849
-0.612915625|,-6.282385156249999,-6.89530078125,|0.5239658799999916
-0.612915625|,-6.282385156249999,-6.89530078125,|0.5243987939999215
-0.612915625|,-6.282385156249999,-6.89530078125,|0.5247680630000104
-0.612915625|,-6.282385156249999,-6.89530078125,|0.5251691539999683
-0.612915625|,-6.282385156249999,-6.89530078125,|0.5255732150000085
-0.612915625|,-6.282385156249999,-6.89530078125,|0.5260627430000113
-0.612915625|,-6.282385156249999,-6.89530078125,|0.5267215409999153
-0.612915625|,-6.282385156249999,-6.89530078125,|0.5273689329999343
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5279078359999403
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5285538219999353
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5291694960000086
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5298089709999658
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.5304603729999826
-0.612915625|,-6.282385156249999,-7.201758593749999,|0.531011150999916
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5314912009999944
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5320684889999256
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5326820269999644
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.533204158999979
-0.612915625|,-6.282385156249999,-7.048529687499999,|0.5337078019999808
-0.612915625|,-6.4356140625,-6.89530078125,|0.5342008719999285
-0.612915625|,-6.4356140625,-6.89530078125,|0.5346257129999685
-0.612915625|,-6.4356140625,-6.742071875,|0.5350349819999565
-0.612915625|,-6.4356140625,-6.742071875,|0.5354484690000163
-0.612915625|,-6.4356140625,-6.742071875,|0.5358585189999303
-0.612915625|,-6.4356140625,-6.742071875,|0.5362838809999175
-0.612915625|,-6.4356140625,-6.742071875,|0.5366485659999398
-0.612915625|,-6.4356140625,-6.742071875,|0.5370008039999448
-0.612915625|,-6.4356140625,-6.742071875,|0.5373552290000134
-0.612915625|,-6.4356140625,-6.742071875,|0.537708404
-0.612915625|,-6.4356140625,-6.742071875,|0.5380597559999387
-0.612915625|,-6.4356140625,-6.742071875,|0.5384104309999884
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5387663660000044
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5391220409999278
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5394743829999697
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5398294329999089
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5402190139999448
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5406655739999451
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5412092689999781
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5418034319999379
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5423634279999305
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5428166030000057
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.543238319000011
-0.7661445312499999|,-6.4356140625,-6.742071875,|0.5436532129999705
-0.7661445312499999|,-6.4356140625,-6.742071875,|0.5440709709999965
-0.7661445312499999|,-6.4356140625,-6.742071875,|0.5445106549999537
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5449382570000125
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5453532550000091
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.545813824999982
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5463685610000084
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5468863190000093
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.5473748569999088
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.5478713129999733
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.5483884450000005
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.5488257339999336
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.5492440649999253
-0.7661445312499999|,-6.4356140625,-7.201758593749999,|0.5496616670000094
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5500763000000006
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5505269220000173
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5510854089999384
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5515999369999918
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5520835799999304
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5526046179999184
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5531022199999143
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5535241439999936
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5539405480000141
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5543566389999341
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5547698660000151
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5551830929999824
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5556377780000048
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5562223580000136
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5567456359999596
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5572437579999132
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5577386509999087
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.558221147999916
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5586451039999929
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5590587469999946
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5594695259999298
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5598827009999923
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5603340519999165
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5608058199999277
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.561363316999973
-0.7661445312499999|,-6.4356140625,-6.89530078125,|0.5618920639999487
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5623760189999985
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.562871954000002
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5633901799999421
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5638991349999287
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5643653829999948
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5647923069999479
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5652064189999919
-0.612915625|,-6.4356140625,-7.048529687499999,|0.565654489999929
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5662095909999607
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5667234939999162
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5671967719999884
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5676868209999384
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5681759849999253
-0.612915625|,-6.4356140625,-7.048529687499999,|0.568715721999979
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5691976460000205
-0.612915625|,-6.4356140625,-6.89530078125,|0.5696196229999941
-0.612915625|,-6.4356140625,-6.89530078125,|0.5702555039999879
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5707541470000024
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5713194039999507
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5718811199999436
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5724266369999214
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5729493430000048
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5735118909999528
-0.612915625|,-6.4356140625,-7.048529687499999,|0.573978815999908
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5744027719999849
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5748133939999889
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5752267249999932
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5756867220000004
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5762665629999901
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5768381219999128
-0.612915625|,-6.4356140625,-7.048529687499999,|0.577380461999951
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5779154589999962
-0.612915625|,-6.4356140625,-6.89530078125,|0.5784816539999156
-0.612915625|,-6.4356140625,-6.89530078125,|0.5789309219999268
-0.612915625|,-6.4356140625,-7.048529687499999,|0.579349513000011
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5797644069999706
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5801764880000064
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5806682559999672
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5812176270000009
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5817364789999147
-0.612915625|,-6.58884296875,-7.048529687499999,|0.5822328819999711
-0.612915625|,-6.58884296875,-7.048529687499999,|0.5827327229999355
-0.612915625|,-6.4356140625,-7.048529687499999,|0.583305166999935
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5837730810000039
-0.612915625|,-6.4356140625,-7.048529687499999,|0.5842275579999523
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5846438049999279
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5850605739999537
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5855115089999572
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5860662970000021
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5866111899999851
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5870973329999742
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5875887359999297
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5881725350000124
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5886943539999265
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5891213310000012
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5895355469999686
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.589951742999915
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5903584069999397
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5908077269999694
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5913575679999212
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5918748039999855
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5923954259999391
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5929091209999342
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.593482086999984
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.593956354999932
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5943769769999108
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5947914539999601
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5952066080000122
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5956598340000028
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5962716020000016
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5967862339999783
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.5972731059999887
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.597781853000015
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5983494539999583
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5988165869999875
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5992423650000092
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.5996573109999872
-0.7661445312499999|,-6.4356140625,-7.048529687499999,|0.6000715789999731
-0.7661445312499999|,-6.58884296875,-7.201758593749999,|0.6005779299999858
-0.7661445312499999|,-6.58884296875,-7.201758593749999,|0.6011565210000072
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.601688705000015
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.6021746399999302
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.6026914079999415
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.6033148939999364
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.6038061929999685
-0.7661445312499999|,-6.58884296875,-6.89530078125,|0.6042742629999793
-0.7661445312499999|,-6.58884296875,-6.89530078125,|0.6046996249999665
-0.7661445312499999|,-6.58884296875,-6.89530078125,|0.605112642999984
-0.7661445312499999|,-6.58884296875,-6.89530078125,|0.6055713389999937
-0.7661445312499999|,-6.58884296875,-6.89530078125,|0.6061199289999877
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.6066402389999439
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.6071251839999832
-0.7661445312499999|,-6.58884296875,-7.048529687499999,|0.6076225769999155
-0.612915625|,-6.58884296875,-7.048529687499999,|0.6082414789999575
-0.612915625|,-6.58884296875,-7.048529687499999,|0.6088928299999452
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6094603779999943
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6099895940000124
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6105082889999949
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6109964109999737
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6114640119999422
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6119071869999289
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6123991629999637
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6128911920000064
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6133449389999441
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6137973840000086
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6142495689999805
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6146941499999912
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6151539909999428
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6155934149999212
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6160109129999682
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6164781499999208
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6169675740000002
-0.612915625|,-6.4356140625,-7.048529687499999,|0.617533142999946
-0.612915625|,-6.4356140625,-7.048529687499999,|0.6181595460000153
-0.612915625|,-6.4356140625,-7.048529687499999,|0.618728917999988
-0.612915625|,-6.4356140625,-6.89530078125,|0.6194134449999638
-0.612915625|,-6.4356140625,-6.89530078125,|0.6200166179999087
-0.612915625|,-6.4356140625,-6.89530078125,|0.620638124999914
-0.612915625|,-6.4356140625,-6.89530078125,|0.6211992679999412
-0.612915625|,-6.4356140625,-6.89530078125,|0.6216259839999339
-0.612915625|,-6.4356140625,-6.89530078125,|0.6219953569999461
-0.612915625|,-6.4356140625,-6.89530078125,|0.6223572299999205
-0.612915625|,-6.4356140625,-6.89530078125,|0.6227172799999607
-0.612915625|,-6.4356140625,-6.89530078125,|0.6230799339999749
-0.612915625|,-6.4356140625,-6.89530078125,|0.6234461819999524
-0.612915625|,-6.4356140625,-6.89530078125,|0.6238137839999354
-0.612915625|,-6.4356140625,-6.89530078125,|0.6241746669999202
-0.612915625|,-6.4356140625,-6.89530078125,|0.6247398199999452
-0.612915625|,-6.4356140625,-6.89530078125,|0.6252692439999237
-0.612915625|,-6.4356140625,-6.89530078125,|0.625845959000003
-0.612915625|,-6.4356140625,-6.89530078125,|0.6263663209999777
-0.612915625|,-6.4356140625,-6.89530078125,|0.6268351200000097
-0.612915625|,-6.4356140625,-6.89530078125,|0.6273170439999376
-0.612915625|,-6.4356140625,-6.89530078125,|0.6277793849999398
-0.612915625|,-6.4356140625,-6.89530078125,|0.6282653199999686
