time,|spark
43677|,|2
43678|,|2
43678|,|2
43679|,|2
43680|,|4
43680|,|2
43681|,|3
43682|,|3
43682|,|2
43683|,|2
43684|,|2
43684|,|3
43685|,|3
43686|,|3
43686|,|3
43687|,|2
43688|,|2
43688|,|2
43689|,|2
43691|,|3
43691|,|2
43692|,|2
43693|,|2
43693|,|2
43694|,|2
43695|,|2
43695|,|1
43696|,|2
43697|,|2
43697|,|3
43698|,|3
43699|,|3
43699|,|3
43700|,|2
43701|,|2
43701|,|2
43702|,|3
43703|,|3
43703|,|2
43704|,|2
43705|,|2
43705|,|3
43706|,|2
43707|,|2
43707|,|0
43708|,|2
43709|,|1
43709|,|3
43710|,|2
43711|,|2
43711|,|2
43712|,|1
43713|,|2
43713|,|2
43714|,|3
43715|,|3
43715|,|2
43716|,|2
43717|,|2
43717|,|3
43718|,|3
43719|,|3
43719|,|2
43720|,|2
43721|,|2
43721|,|3
43722|,|2
43723|,|2
43723|,|2
43724|,|1
43725|,|2
43725|,|1
43726|,|1
43727|,|2
43727|,|2
43728|,|2
43729|,|2
43729|,|2
43730|,|2
43730|,|2
43731|,|2
43732|,|2
43732|,|2
43734|,|4
43735|,|3
43735|,|3
43736|,|3
43737|,|2
43737|,|2
43738|,|2
43739|,|2
43739|,|2
43740|,|1
43741|,|2
43741|,|1
43742|,|1
43743|,|2
43743|,|1
43744|,|1
43745|,|2
43745|,|2
43746|,|2
43747|,|2
43747|,|2
43748|,|2
43749|,|2
43749|,|2
43750|,|2
43751|,|2
43751|,|2
43752|,|3
43753|,|2
43753|,|2
43754|,|2
43755|,|2
43755|,|2
43756|,|2
43757|,|2
43757|,|2
43758|,|2
43759|,|2
43759|,|2
43760|,|2
43761|,|0
43761|,|1
43762|,|2
43763|,|2
43763|,|2
43764|,|0
43765|,|2
43765|,|2
43766|,|3
43767|,|3
43767|,|3
43768|,|3
43769|,|2
43769|,|2
43770|,|2
43771|,|3
43771|,|2
43772|,|2
43773|,|1
43773|,|2
43774|,|2
43776|,|2
43776|,|2
43777|,|1
43778|,|1
43778|,|1
43779|,|2
43780|,|2
43780|,|2
43781|,|2
43782|,|2
43782|,|2
43783|,|2
43784|,|2
43784|,|3
43785|,|3
43786|,|3
43786|,|2
43787|,|2
43788|,|3
43788|,|2
43789|,|2
43790|,|1
43790|,|1
43791|,|3
43792|,|2
43792|,|2
43793|,|2
43794|,|1
43794|,|2
43795|,|1
43796|,|2
43796|,|2
43797|,|2
43798|,|2
43798|,|2
43799|,|2
43800|,|4
43800|,|3
43801|,|3
43802|,|2
43802|,|2
43803|,|4
43804|,|3
43804|,|2
43805|,|2
43806|,|2
43806|,|1
43807|,|1
43808|,|2
43808|,|2
43809|,|2
43810|,|2
43810|,|1
43811|,|2
43812|,|4
43812|,|2
43813|,|2
43814|,|2
43814|,|2
43815|,|3
43816|,|3
43816|,|3
43817|,|3
43817|,|2
43819|,|2
43820|,|2
43820|,|3
43821|,|3
43822|,|2
43822|,|2
43823|,|2
43824|,|1
43824|,|2
43825|,|2
43826|,|2
43826|,|1
43827|,|2
43828|,|2
43828|,|2
43829|,|2
43830|,|2
43830|,|1
43831|,|2
43832|,|2
43832|,|3
43833|,|3
43834|,|3
43834|,|3
43835|,|2
43836|,|2
43836|,|2
43837|,|3
43838|,|3
43838|,|2
43839|,|2
43840|,|2
43840|,|2
43841|,|2
43842|,|2
43842|,|2
43843|,|2
43844|,|2
43844|,|3
43845|,|2
43846|,|2
43846|,|3
43847|,|2
43848|,|2
43848|,|2
43849|,|4
43850|,|3
43850|,|2
43851|,|2
43852|,|2
43852|,|3
43853|,|3
43854|,|3
43854|,|2
43855|,|2
43856|,|2
43856|,|3
43857|,|2
43858|,|2
43858|,|2
43859|,|2
43860|,|0
43860|,|3
43862|,|3
43863|,|3
43863|,|2
43864|,|2
43865|,|2
43865|,|3
43866|,|3
43867|,|3
43867|,|2
43868|,|2
43869|,|2
43869|,|3
43870|,|3
43871|,|2
43871|,|3
43872|,|2
43873|,|0
43873|,|0
43874|,|0
43875|,|2
43875|,|2
43876|,|0
43877|,|2
43877|,|2
43878|,|0
43879|,|2
43879|,|2
43880|,|2
43881|,|0
43881|,|0
43882|,|0
43883|,|3
43883|,|3
43884|,|3
43885|,|0
43885|,|3
43886|,|3
43887|,|3
43887|,|3
43888|,|3
43889|,|3
43889|,|2
43890|,|2
43891|,|2
43891|,|2
43892|,|2
43893|,|2
43893|,|2
43894|,|3
43895|,|3
43895|,|3
43896|,|1
43897|,|2
43897|,|2
43898|,|3
43899|,|3
43899|,|0
43900|,|3
43901|,|3
43901|,|3
43902|,|3
43904|,|3
43904|,|3
43905|,|2
43905|,|2
43906|,|2
43907|,|3
43907|,|3
43908|,|3
43909|,|1
43909|,|2
43910|,|2
43911|,|3
43911|,|3
43912|,|2
43913|,|2
43913|,|2
43914|,|3
43915|,|3
43915|,|3
43916|,|3
43917|,|3
43917|,|3
43918|,|3
43919|,|3
43919|,|3
43920|,|3
43921|,|3
43921|,|2
43922|,|2
43923|,|3
43923|,|2
43924|,|2
43925|,|2
43925|,|2
43926|,|3
43927|,|3
43927|,|2
43928|,|2
43929|,|2
43929|,|2
43930|,|3
43931|,|3
43931|,|3
43932|,|3
43933|,|3
43933|,|3
43934|,|2
43935|,|4
43935|,|3
43936|,|3
43937|,|2
43937|,|2
43938|,|3
43939|,|3
43939|,|3
43940|,|3
43941|,|2
43941|,|2
43942|,|2
43943|,|3
43943|,|3
43944|,|3
43945|,|3
43945|,|2
43947|,|2
43948|,|5
43948|,|3
43949|,|3
43950|,|3
43950|,|2
43951|,|6
43952|,|4
43952|,|3
43953|,|4
43954|,|3
43954|,|3
43955|,|3
43956|,|3
43956|,|3
43957|,|3
43958|,|3
43958|,|2
43959|,|2
43960|,|2
43960|,|3
43961|,|3
43962|,|2
43962|,|2
43963|,|2
43964|,|3
43964|,|3
43965|,|3
43966|,|1
43966|,|3
43967|,|3
43968|,|4
43968|,|4
43969|,|4
43970|,|4
43970|,|3
43971|,|3
43972|,|3
43972|,|3
43973|,|3
43974|,|2
43974|,|2
43975|,|2
43976|,|3
43976|,|3
43977|,|3
43978|,|1
43978|,|2
43979|,|3
43980|,|3
43980|,|3
43981|,|4
43982|,|3
43982|,|3
43983|,|3
43984|,|3
43984|,|4
43985|,|4
43986|,|3
43986|,|3
43987|,|3
43988|,|4
43988|,|3
43990|,|3
43991|,|2
43991|,|2
43992|,|3
43992|,|3
43993|,|3
43994|,|3
43994|,|3
43995|,|3
43996|,|2
43996|,|3
43997|,|3
43998|,|3
43998|,|3
43999|,|3
44000|,|3
44000|,|4
44001|,|4
44002|,|4
44002|,|3
44003|,|3
44004|,|3
44004|,|4
44005|,|3
44006|,|3
44006|,|3
44007|,|3
44008|,|2
44008|,|2
44009|,|2
44010|,|2
44010|,|2
44011|,|2
44012|,|3
44012|,|3
44013|,|3
44014|,|3
44014|,|3
44015|,|3
44016|,|3
44016|,|3
44017|,|3
44018|,|3
44018|,|3
44019|,|4
44020|,|3
44020|,|3
44021|,|3
44022|,|3
44022|,|3
44023|,|3
44024|,|3
44024|,|2
44025|,|5
44026|,|3
44026|,|3
44027|,|3
44028|,|2
44028|,|3
44029|,|3
44030|,|3
44030|,|4
44032|,|3
44033|,|3
44033|,|3
44034|,|4
44035|,|4
44035|,|3
44036|,|3
44037|,|3
44037|,|4
44038|,|4
44039|,|3
44039|,|4
44040|,|3
44041|,|3
44041|,|3
44042|,|3
44043|,|3
44043|,|3
44044|,|1
44045|,|2
44045|,|3
44046|,|3
44047|,|4
44047|,|1
44048|,|3
44049|,|3
44049|,|4
44050|,|4
44051|,|4
44051|,|4
44052|,|3
44053|,|4
44053|,|4
44054|,|4
44055|,|4
44055|,|4
44056|,|3
44057|,|3
44057|,|3
44058|,|4
44059|,|3
44059|,|2
44060|,|3
44061|,|3
44061|,|3
44062|,|4
44063|,|3
44063|,|4
44064|,|3
44065|,|3
44065|,|3
44066|,|3
44067|,|4
44067|,|4
44068|,|4
44069|,|4
44069|,|4
44070|,|5
44071|,|4
44071|,|4
44072|,|3
44073|,|3
44073|,|5
44075|,|3
44076|,|4
44076|,|4
44077|,|3
44078|,|3
44078|,|3
44079|,|4
44079|,|4
44080|,|4
44081|,|4
44081|,|3
44082|,|3
44083|,|6
44083|,|4
44084|,|4
44085|,|4
44085|,|4
44086|,|5
44087|,|3
44087|,|4
44088|,|4
44089|,|3
44089|,|3
44090|,|3
44091|,|5
44091|,|3
44092|,|4
44093|,|3
44093|,|3
44094|,|3
44095|,|3
44095|,|4
44096|,|4
44097|,|3
44097|,|3
44098|,|3
44099|,|4
44099|,|4
44100|,|4
44101|,|1
44101|,|3
44102|,|4
44103|,|4
44103|,|4
44104|,|4
44105|,|4
44105|,|3
44106|,|3
44107|,|3
44107|,|4
44108|,|2
44109|,|3
44109|,|3
44110|,|3
44111|,|3
44111|,|3
44112|,|3
44113|,|1
44113|,|3
44114|,|3
44115|,|4
44115|,|4
44116|,|4
44118|,|4
44118|,|3
44119|,|3
44120|,|4
44120|,|4
44121|,|4
44122|,|3
44122|,|3
44123|,|3
44124|,|3
44124|,|3
44125|,|3
44126|,|0
44126|,|2
44127|,|3
44128|,|3
44128|,|3
44129|,|3
44130|,|3
44130|,|3
44131|,|3
44132|,|3
44132|,|4
44133|,|4
44134|,|4
44134|,|2
44135|,|3
44136|,|3
44136|,|4
44137|,|3
44138|,|2
44138|,|3
44139|,|3
44140|,|3
44140|,|3
44141|,|3
44142|,|3
44142|,|2
44143|,|2
44144|,|2
44144|,|2
44145|,|2
44146|,|2
44146|,|2
44147|,|2
44148|,|2
44148|,|2
44149|,|3
44150|,|2
44150|,|3
44151|,|3
44152|,|3
44152|,|3
44153|,|3
44154|,|2
44154|,|2
44155|,|2
44156|,|2
44156|,|2
44157|,|2
44158|,|2
44158|,|2
44160|,|2
44161|,|2
44161|,|2
44162|,|2
44163|,|2
44163|,|2
44164|,|2
44165|,|5
44165|,|3
44166|,|3
44166|,|3
44167|,|2
44168|,|2
44168|,|3
44169|,|3
44170|,|3
44170|,|2
44171|,|2
44172|,|2
44172|,|3
44173|,|2
44174|,|2
44174|,|2
44175|,|2
44176|,|2
44176|,|2
44177|,|2
44178|,|2
44178|,|2
44179|,|0
44180|,|2
44180|,|1
44181|,|3
44182|,|3
44182|,|0
44183|,|2
44184|,|2
44184|,|3
44185|,|3
44186|,|3
44186|,|3
44187|,|2
44188|,|2
44188|,|2
44189|,|3
44190|,|1
44190|,|2
44191|,|2
44192|,|1
44192|,|2
44193|,|3
44194|,|2
44194|,|0
44195|,|2
44196|,|2
44196|,|3
44197|,|2
44198|,|2
44198|,|3
44199|,|2
44200|,|2
44200|,|2
44201|,|2
44203|,|3
44203|,|3
44204|,|2
44205|,|2
44205|,|2
44206|,|3
44207|,|2
44207|,|2
44208|,|1
44209|,|1
44209|,|3
44210|,|2
44211|,|1
44211|,|2
44212|,|1
44213|,|1
44213|,|2
44214|,|2
44215|,|2
44215|,|2
44216|,|3
44217|,|2
44217|,|2
44218|,|3
44219|,|3
44219|,|3
44220|,|2
44221|,|3
44221|,|3
44222|,|2
44223|,|2
44223|,|2
44224|,|2
44225|,|1
44225|,|2
44226|,|2
44227|,|2
44227|,|2
44228|,|2
44229|,|2
44229|,|2
44230|,|2
44231|,|3
44231|,|3
44232|,|2
44233|,|2
44233|,|3
44234|,|3
44235|,|3
44235|,|3
44236|,|1
44237|,|2
44237|,|2
44238|,|3
44239|,|3
44239|,|3
44240|,|3
44241|,|2
44241|,|2
44242|,|2
44243|,|3
44243|,|3
44244|,|2
44246|,|2
44246|,|2
44247|,|3
44248|,|3
44248|,|3
44249|,|2
44250|,|3
44250|,|3
44251|,|4
44252|,|4
44252|,|4
44253|,|4
44253|,|3
44254|,|3
44255|,|3
44255|,|4
44256|,|3
44257|,|3
44257|,|3
44258|,|3
44259|,|4
44259|,|3
44260|,|3
44261|,|2
44261|,|2
44262|,|3
44263|,|4
44263|,|4
44264|,|3
44265|,|4
44265|,|3
44266|,|3
44267|,|4
44267|,|4
44268|,|4
44269|,|3
44269|,|4
44270|,|4
44271|,|4
44271|,|4
44272|,|4
44273|,|4
44273|,|3
44274|,|3
44275|,|4
44275|,|4
44276|,|3
44277|,|4
44277|,|3
44278|,|3
44279|,|3
44279|,|3
44280|,|3
44281|,|4
44281|,|4
44282|,|4
44283|,|4
44283|,|4
44284|,|4
44285|,|4
44285|,|4
44286|,|4
44288|,|4
44288|,|4
44289|,|4
44290|,|4
44290|,|3
44291|,|4
44292|,|4
44292|,|4
44293|,|4
44294|,|4
44294|,|4
44295|,|4
44296|,|4
44296|,|5
44297|,|5
44298|,|5
44298|,|4
44299|,|4
44300|,|6
44300|,|5
44301|,|5
44302|,|5
44302|,|4
44303|,|5
44304|,|5
44304|,|6
44305|,|5
44306|,|4
44306|,|5
44307|,|4
44308|,|5
44308|,|5
44309|,|5
44310|,|5
44310|,|5
44311|,|5
44312|,|5
44312|,|5
44313|,|6
44314|,|6
44314|,|3
44315|,|5
44316|,|5
44316|,|6
44317|,|6
44318|,|4
44318|,|6
44319|,|6
44320|,|6
44320|,|6
44321|,|7
44322|,|6
44322|,|6
44323|,|6
44324|,|5
44324|,|6
44325|,|6
44326|,|6
44326|,|4
44327|,|5
44328|,|6
44328|,|7
44329|,|6
44331|,|6
44331|,|6
44332|,|6
44333|,|7
44333|,|7
44334|,|7
44335|,|7
44335|,|7
44336|,|7
44337|,|7
44337|,|6
44338|,|5
44339|,|8
44339|,|4
44340|,|7
44340|,|6
44341|,|5
44342|,|7
44342|,|6
44343|,|5
44344|,|6
44344|,|7
44345|,|7
44346|,|7
44346|,|7
44347|,|7
44348|,|7
44348|,|7
44349|,|8
44350|,|8
44350|,|8
44351|,|8
44352|,|7
44352|,|8
44353|,|8
44354|,|8
44354|,|8
44355|,|7
44356|,|7
44356|,|7
44357|,|8
44358|,|8
44358|,|8
44359|,|7
44360|,|7
44360|,|7
44361|,|8
44362|,|8
44362|,|7
44363|,|8
44364|,|7
44364|,|7
44365|,|8
44366|,|8
44366|,|8
44367|,|8
44368|,|8
44368|,|8
44369|,|8
44370|,|9
44370|,|8
44371|,|8
44372|,|8
44372|,|8
44374|,|9
44375|,|8
44375|,|6
44376|,|8
44377|,|7
44377|,|7
44378|,|8
44379|,|8
44379|,|8
44380|,|8
44381|,|8
44381|,|8
44382|,|8
44383|,|9
44383|,|9
44384|,|8
44385|,|8
44385|,|8
44386|,|9
44387|,|9
44387|,|8
44388|,|8
44389|,|8
44389|,|8
44390|,|8
44391|,|8
44391|,|8
44392|,|8
44393|,|8
44393|,|8
44394|,|8
44395|,|8
44395|,|8
44396|,|8
44397|,|8
44397|,|8
44398|,|11
44399|,|9
44399|,|8
44400|,|9
44401|,|8
44401|,|8
44402|,|8
44403|,|8
44403|,|9
44404|,|8
44405|,|8
44405|,|8
44406|,|8
44407|,|8
44407|,|8
44408|,|8
44409|,|7
44409|,|8
44410|,|10
44411|,|8
44411|,|8
44412|,|8
44413|,|8
44413|,|8
44414|,|8
44416|,|8
44416|,|9
44417|,|9
44418|,|8
44418|,|9
44419|,|9
44420|,|9
44420|,|9
44421|,|9
44422|,|9
44422|,|8
44423|,|9
44424|,|9
44424|,|9
44425|,|9
44426|,|8
44426|,|8
44427|,|8
44428|,|9
44428|,|9
44429|,|8
44430|,|8
44430|,|9
44431|,|9
44432|,|10
44432|,|10
44433|,|9
44434|,|9
44434|,|10
44435|,|10
44436|,|10
44437|,|10
44437|,|9
44438|,|9
44439|,|10
44440|,|10
44440|,|10
44441|,|9
44442|,|9
44442|,|9
44443|,|9
44444|,|10
44444|,|9
44445|,|9
44446|,|9
44446|,|9
44447|,|10
44448|,|10
44449|,|10
44449|,|10
44450|,|10
44451|,|10
44452|,|11
44452|,|10
44453|,|10
44454|,|10
44455|,|10
44455|,|10
44456|,|10
44457|,|10
44459|,|9
44459|,|9
44460|,|10
44461|,|10
44461|,|10
44462|,|10
44463|,|10
44464|,|10
44464|,|11
44465|,|10
44466|,|8
44467|,|10
44467|,|10
44468|,|11
44469|,|11
44470|,|11
44470|,|10
44471|,|10
44472|,|10
44472|,|11
44473|,|11
44474|,|10
44475|,|10
44475|,|10
44476|,|10
44477|,|10
44478|,|10
44478|,|10
44479|,|10
44480|,|11
44481|,|11
44481|,|11
44482|,|10
44483|,|11
44484|,|11
44484|,|11
44485|,|11
44486|,|11
44487|,|11
44487|,|11
44488|,|11
44489|,|11
44490|,|11
44490|,|11
44491|,|11
44492|,|11
44493|,|11
44493|,|11
44494|,|10
44495|,|11
44496|,|11
44496|,|12
44497|,|12
44498|,|12
44499|,|12
44499|,|12
44500|,|12
44502|,|13
44503|,|12
44503|,|12
44504|,|12
44505|,|13
44506|,|12
44506|,|12
44507|,|12
44508|,|12
44509|,|12
44509|,|12
44510|,|12
44511|,|12
44512|,|10
44512|,|12
44513|,|11
44514|,|13
44515|,|13
44515|,|12
44516|,|12
44517|,|13
44518|,|13
44518|,|13
44519|,|13
44520|,|13
44521|,|13
44521|,|14
44522|,|13
44523|,|13
44524|,|12
44524|,|13
44525|,|12
44526|,|13
44527|,|13
44527|,|13
44528|,|13
44529|,|14
44530|,|13
44530|,|14
44531|,|13
44532|,|13
44533|,|13
44533|,|14
44534|,|14
44535|,|14
44535|,|13
44536|,|14
44537|,|14
44538|,|14
44538|,|13
44539|,|13
44540|,|13
44541|,|15
44541|,|14
44542|,|14
44544|,|14
44545|,|13
44545|,|13
44546|,|14
44547|,|14
44548|,|14
44548|,|14
44549|,|14
44550|,|14
44551|,|15
44551|,|14
44552|,|14
44553|,|14
44554|,|14
44554|,|15
44555|,|14
44556|,|14
44557|,|14
44557|,|14
44558|,|16
44559|,|14
44560|,|14
44560|,|14
44561|,|13
44562|,|13
44563|,|15
44563|,|14
44564|,|13
44565|,|14
44566|,|14
44566|,|15
44567|,|14
44568|,|14
44569|,|14
44569|,|14
44570|,|15
44571|,|15
44572|,|14
44572|,|14
44573|,|14
44574|,|13
44575|,|14
44575|,|14
44576|,|13
44577|,|13
44578|,|13
44578|,|13
44579|,|13
44580|,|13
44581|,|14
44581|,|13
44582|,|14
44583|,|14
44584|,|14
44584|,|14
44585|,|13
44587|,|13
44588|,|15
44588|,|13
44589|,|12
44590|,|13
44591|,|13
44591|,|13
44592|,|12
44593|,|12
44594|,|13
44594|,|12
44595|,|13
44596|,|13
44597|,|13
44597|,|13
44598|,|13
44599|,|13
44600|,|14
44600|,|13
44601|,|12
44602|,|13
44602|,|13
44603|,|13
44604|,|13
44605|,|13
44605|,|13
44606|,|13
44607|,|13
44608|,|13
44608|,|12
44609|,|13
44610|,|13
44611|,|12
44611|,|15
44612|,|13
44613|,|12
44614|,|13
44614|,|13
44615|,|13
44616|,|14
44617|,|14
44617|,|14
44618|,|14
44619|,|14
44620|,|15
44620|,|14
44621|,|15
44622|,|15
44623|,|14
44623|,|17
44624|,|15
44625|,|15
44626|,|15
44626|,|15
44627|,|15
44628|,|15
44630|,|16
44630|,|13
44631|,|15
44632|,|16
44633|,|17
44633|,|17
44634|,|17
44635|,|17
44636|,|17
44636|,|18
44637|,|18
44638|,|18
44639|,|18
44639|,|18
44640|,|19
44641|,|19
44642|,|19
44642|,|18
44643|,|19
44644|,|19
44645|,|19
44645|,|20
44646|,|20
44647|,|20
44648|,|20
44648|,|20
44649|,|21
44650|,|21
44651|,|20
44651|,|21
44652|,|21
44653|,|21
44654|,|21
44654|,|21
44655|,|21
44656|,|21
44657|,|21
44657|,|21
44658|,|21
44659|,|19
44660|,|20
44660|,|21
44661|,|22
44662|,|21
44663|,|21
44663|,|21
44664|,|22
44665|,|22
44665|,|22
44666|,|22
44667|,|22
44668|,|22
44668|,|23
44669|,|22
44670|,|22
44672|,|21
44672|,|22
44673|,|22
44674|,|22
44675|,|22
44675|,|22
44676|,|22
44677|,|23
44678|,|23
44678|,|22
44679|,|23
44680|,|23
44681|,|23
44681|,|23
44682|,|23
44683|,|23
44684|,|23
44684|,|24
44685|,|24
44686|,|24
44687|,|24
44687|,|24
44688|,|24
44689|,|25
44690|,|24
44690|,|25
44691|,|25
44692|,|23
44693|,|25
44693|,|24
44694|,|24
44695|,|24
44696|,|24
44696|,|25
44697|,|25
44698|,|25
44699|,|25
44699|,|25
44700|,|26
44701|,|28
44702|,|26
44702|,|26
44703|,|26
44704|,|26
44705|,|26
44705|,|27
44706|,|26
44707|,|26
44708|,|26
44708|,|26
44709|,|26
44710|,|26
44711|,|26
44711|,|26
44712|,|26
44713|,|26
44715|,|27
44715|,|27
44716|,|27
44717|,|27
44718|,|27
44718|,|29
44719|,|28
44720|,|28
44721|,|28
44721|,|27
44722|,|27
44723|,|28
44724|,|28
44724|,|27
44725|,|27
44726|,|28
44727|,|28
44727|,|28
44728|,|28
44729|,|28
44730|,|28
44730|,|29
44731|,|28
44732|,|29
44732|,|29
44733|,|29
44734|,|29
44735|,|29
44735|,|29
44736|,|29
44737|,|29
44738|,|29
44738|,|29
44739|,|29
44740|,|29
44741|,|30
44741|,|29
44742|,|29
44743|,|29
44744|,|29
44744|,|29
44745|,|29
44746|,|29
44747|,|30
44747|,|30
44748|,|29
44749|,|30
44750|,|30
44750|,|31
44751|,|30
44752|,|31
44753|,|30
44753|,|30
44754|,|30
44755|,|30
44756|,|30
44756|,|30
44758|,|30
44759|,|30
44760|,|31
44760|,|30
44761|,|29
44762|,|30
44763|,|30
44763|,|31
44764|,|30
44765|,|31
44766|,|31
44766|,|31
44767|,|31
44768|,|32
44769|,|32
44769|,|32
44770|,|32
44771|,|31
44772|,|33
44772|,|31
44773|,|31
44774|,|31
44775|,|31
44775|,|31
44776|,|31
44777|,|31
44778|,|30
44778|,|31
44779|,|31
44780|,|31
44781|,|32
44781|,|32
44782|,|32
44783|,|32
44784|,|32
44784|,|32
44785|,|33
44786|,|32
44787|,|33
44787|,|33
44788|,|33
44789|,|33
44790|,|31
44790|,|33
44791|,|33
44792|,|33
44793|,|33
44793|,|33
44794|,|33
44795|,|33
44796|,|33
44796|,|33
44797|,|34
44798|,|34
44798|,|34
44800|,|35
44801|,|34
44802|,|35
44802|,|34
44803|,|34
44804|,|35
44805|,|34
44805|,|35
44806|,|35
44807|,|34
44808|,|34
44808|,|34
44809|,|35
44810|,|35
44811|,|34
44811|,|34
44812|,|35
44813|,|35
44814|,|35
44814|,|34
44815|,|35
44816|,|35
44817|,|36
44817|,|36
44818|,|35
44819|,|34
44820|,|35
44820|,|35
44821|,|36
44822|,|35
44823|,|35
44823|,|35
44824|,|35
44825|,|35
44826|,|34
44826|,|34
44827|,|34
44828|,|34
44829|,|34
44829|,|34
44830|,|34
44831|,|34
44832|,|34
44832|,|34
44833|,|34
44834|,|35
44835|,|34
44835|,|34
44836|,|34
44837|,|34
44838|,|34
44838|,|33
44839|,|33
44840|,|33
44841|,|33
44841|,|33
44843|,|32
44844|,|32
44845|,|32
44845|,|32
44846|,|32
44847|,|32
44848|,|31
44848|,|32
44849|,|33
44850|,|32
44851|,|32
44851|,|32
44852|,|31
44853|,|31
44854|,|31
44854|,|31
44855|,|31
44856|,|31
44857|,|30
44857|,|30
44858|,|30
44859|,|30
44860|,|29
44860|,|29
44861|,|31
44862|,|30
44862|,|29
44863|,|29
44864|,|29
44865|,|29
44865|,|31
44866|,|29
44867|,|29
44868|,|29
44868|,|29
44869|,|29
44870|,|29
44871|,|29
44871|,|28
44872|,|28
44873|,|29
44874|,|28
44874|,|28
44875|,|28
44876|,|27
44877|,|27
44877|,|29
44878|,|27
44879|,|27
44880|,|27
44880|,|27
44881|,|27
44882|,|28
44883|,|27
44883|,|27
44884|,|27
44886|,|28
44887|,|26
44887|,|27
44888|,|26
44889|,|26
44890|,|26
44890|,|27
44891|,|26
44892|,|25
44893|,|26
44893|,|25
44894|,|25
44895|,|25
44896|,|25
44896|,|24
44897|,|25
44898|,|25
44899|,|25
44899|,|25
44900|,|25
44901|,|25
44902|,|25
44902|,|25
44903|,|25
44904|,|25
44905|,|24
44905|,|24
44906|,|24
44907|,|24
44908|,|24
44908|,|20
44909|,|23
44910|,|23
44911|,|23
44911|,|23
44912|,|23
44913|,|22
44914|,|22
44914|,|22
44915|,|23
44916|,|23
44917|,|22
44917|,|22
44918|,|22
44919|,|25
44920|,|23
44920|,|22
44921|,|22
44922|,|22
44923|,|22
44923|,|22
44924|,|22
44925|,|21
44926|,|21
44926|,|21
44928|,|22
44929|,|21
44929|,|21
44930|,|21
44931|,|21
44932|,|21
44932|,|21
44933|,|21
44934|,|21
44935|,|21
44935|,|21
44936|,|22
44937|,|21
44938|,|20
44938|,|21
44939|,|20
44940|,|21
44941|,|21
44941|,|20
44942|,|20
44943|,|20
44944|,|20
44944|,|20
44945|,|20
44946|,|20
44947|,|20
44947|,|20
44948|,|20
44949|,|20
44950|,|20
44950|,|20
44951|,|20
44952|,|20
44953|,|20
44953|,|20
44954|,|20
44955|,|20
44956|,|19
44956|,|20
44957|,|19
44958|,|19
44959|,|19
44959|,|19
44960|,|19
44961|,|18
44962|,|18
44962|,|18
44963|,|18
44964|,|18
44965|,|18
44965|,|18
44966|,|18
44967|,|18
44968|,|18
44968|,|18
44969|,|18
44971|,|18
44972|,|18
44972|,|18
44973|,|18
44974|,|17
44975|,|17
44975|,|17
44976|,|17
44977|,|17
44978|,|17
44978|,|17
44979|,|15
44980|,|17
44981|,|16
44981|,|17
44982|,|17
44983|,|17
44984|,|16
44984|,|18
44985|,|16
44986|,|19
44987|,|17
44987|,|17
44988|,|17
44989|,|16
44990|,|15
44990|,|16
44991|,|16
44992|,|16
44992|,|16
44993|,|16
44994|,|16
44995|,|16
44995|,|15
44996|,|17
44997|,|17
44998|,|17
44998|,|16
44999|,|16
45000|,|16
45001|,|17
45001|,|17
45002|,|17
45003|,|17
45004|,|16
45004|,|16
45005|,|17
45006|,|16
45007|,|16
45007|,|15
45008|,|17
45009|,|16
45010|,|15
45010|,|16
45011|,|16
45012|,|15
45014|,|16
45014|,|16
45015|,|16
45016|,|16
45017|,|16
45017|,|16
45018|,|17
45019|,|17
45020|,|16
45020|,|16
45021|,|19
45022|,|17
45023|,|16
45023|,|16
45024|,|16
45025|,|16
45026|,|16
45026|,|16
45027|,|16
45028|,|16
45029|,|15
45029|,|15
45030|,|16
45031|,|16
45032|,|16
45032|,|15
45033|,|16
45034|,|16
45035|,|16
45035|,|16
45036|,|16
45037|,|16
45038|,|19
45038|,|16
45039|,|16
45040|,|16
45041|,|15
45041|,|16
45042|,|16
45043|,|16
45044|,|15
45044|,|15
45045|,|15
45046|,|15
45047|,|15
45047|,|16
45048|,|16
45049|,|16
45050|,|16
45050|,|16
45051|,|16
45052|,|16
45053|,|16
45053|,|16
45054|,|17
45056|,|16
45057|,|14
45057|,|15
45058|,|15
45059|,|16
45059|,|16
45060|,|16
45061|,|15
45062|,|15
45062|,|16
45063|,|15
45064|,|16
45065|,|16
45065|,|15
45066|,|16
45067|,|19
45068|,|17
45068|,|16
45069|,|16
45070|,|16
45071|,|17
45071|,|17
45072|,|17
45073|,|16
45074|,|16
45074|,|16
45075|,|17
45076|,|16
45077|,|16
45077|,|16
45078|,|16
45079|,|17
45080|,|16
45080|,|16
45081|,|16
45082|,|16
45083|,|17
45083|,|17
45084|,|17
45085|,|16
45086|,|17
45086|,|17
45087|,|18
45088|,|17
45089|,|17
45089|,|17
45090|,|16
45091|,|17
45092|,|16
45092|,|16
45093|,|16
45094|,|16
45095|,|17
45095|,|17
45096|,|17
45097|,|15
45099|,|17
45099|,|17
45100|,|18
45101|,|18
45102|,|18
45102|,|17
45103|,|17
45104|,|18
45105|,|18
45105|,|18
45106|,|17
45107|,|17
45108|,|18
45108|,|18
45109|,|17
45110|,|17
45111|,|17
