----------------NEW RUN----------------
37.223881,-80.461395,0.874592,8:33:40
37.223881,-80.461395,0.966655,8:33:80
37.223881,-80.461395,0.817053,8:34:0
37.223881,-80.461395,0.483327,8:34:20
37.223885,-80.461395,0.667452,8:34:40
37.223885,-80.461395,0.540866,8:34:60
37.223885,-80.461395,0.333726,8:34:80
37.223885,-80.461395,0.782530,8:35:0
37.223885,-80.461403,0.759514,8:35:20
37.223888,-80.461403,0.771022,8:35:40
37.223888,-80.461403,0.932131,8:35:60
37.223888,-80.461403,1.127764,8:35:80
37.223888,-80.461403,1.035702,8:36:0
37.223892,-80.461403,1.150779,8:36:20
37.223892,-80.461403,0.978163,8:36:40
37.223892,-80.461403,0.782530,8:36:60
37.223892,-80.461403,0.701975,8:36:80
37.223892,-80.461403,0.678960,8:37:0
37.223892,-80.461403,0.598405,8:37:20
37.223892,-80.461403,0.460312,8:37:40
37.223892,-80.461403,0.448804,8:37:60
37.223892,-80.461403,0.425788,8:37:80
37.223892,-80.461403,0.230156,8:38:0
37.223892,-80.461403,0.149601,8:38:20
37.223892,-80.461403,0.069047,8:38:40
37.223892,-80.461403,0.172617,8:38:60
37.223892,-80.461403,0.092062,8:38:80
37.223892,-80.461403,0.057539,8:39:0
37.223892,-80.461403,0.126586,8:39:20
37.223892,-80.461403,0.069047,8:39:40
37.223892,-80.461403,0.092062,8:39:60
37.223892,-80.461403,0.080555,8:39:80
37.223892,-80.461403,0.023016,8:40:0
37.223892,-80.461403,0.046031,8:40:20
37.223892,-80.461403,0.057539,8:40:40
37.223892,-80.461403,0.046031,8:40:60
37.223892,-80.461403,0.092062,8:40:80
37.223892,-80.461403,0.218648,8:41:0
37.223892,-80.461403,0.299203,8:41:20
37.223896,-80.461403,0.241664,8:41:40
37.223896,-80.461403,0.207140,8:41:60
37.223896,-80.461403,0.207140,8:41:80
37.223896,-80.461403,0.218648,8:42:0
37.223896,-80.461403,0.207140,8:42:20
37.223896,-80.461403,0.195633,8:42:40
37.223896,-80.461403,0.195633,8:42:80
37.223896,-80.461403,0.103570,8:43:0
37.223896,-80.461403,0.092062,8:43:20
37.223896,-80.461403,0.057539,8:43:40
37.223896,-80.461403,0.023016,8:43:60
37.223896,-80.461403,0.011508,8:43:80
37.223896,-80.461403,0.057539,8:44:0
37.223896,-80.461403,0.034523,8:44:20
37.223896,-80.461403,0.115078,8:44:40
37.223896,-80.461403,0.034523,8:44:60
37.223896,-80.461403,0.057539,8:44:80
37.223896,-80.461403,0.046031,8:45:0
37.223900,-80.461403,0.034523,8:45:20
37.223900,-80.461403,0.069047,8:45:40
37.223900,-80.461403,0.138094,8:45:60
37.223900,-80.461403,0.092062,8:45:80
37.223900,-80.461411,0.034523,8:46:0
37.223900,-80.461411,0.069047,8:46:20
37.223900,-80.461411,0.069047,8:46:40
37.223904,-80.461411,0.057539,8:46:60
37.223904,-80.461411,0.161109,8:46:80
37.223904,-80.461411,0.092062,8:47:0
37.223904,-80.461411,0.092062,8:47:20
37.223904,-80.461411,0.103570,8:47:40
37.223904,-80.461411,0.080555,8:47:60
37.223904,-80.461411,0.069047,8:47:80
37.223904,-80.461411,0.046031,8:48:0
37.223904,-80.461411,0.506343,8:48:20
37.223904,-80.461411,1.990849,8:48:40
37.223904,-80.461418,4.062252,8:48:60
37.223904,-80.461426,5.017399,8:48:80
37.223900,-80.461426,5.155492,8:49:0
37.223900,-80.461433,5.259062,8:49:20
37.223896,-80.461441,5.293586,8:49:40
37.223892,-80.461441,5.201523,8:49:60
37.223892,-80.461449,4.925336,8:49:80
37.223888,-80.461449,4.741211,8:50:0
37.223885,-80.461456,4.580102,8:50:20
37.223885,-80.461456,4.752719,8:50:40
37.223881,-80.461464,5.546757,8:50:60
37.223877,-80.461464,5.926514,8:50:80
37.223873,-80.461472,5.845960,8:51:0
37.223869,-80.461479,5.949530,8:51:20
37.223869,-80.461479,5.673343,8:51:40
37.223866,-80.461487,5.673343,8:51:60
37.223862,-80.461487,5.213031,8:51:80
37.223858,-80.461487,4.798750,8:52:0
37.223854,-80.461494,4.879305,8:52:20
37.223850,-80.461494,5.005891,8:52:40
37.223846,-80.461494,5.120969,8:52:60
37.223843,-80.461502,5.397156,8:52:80
37.223839,-80.461502,5.592788,8:53:0
37.223831,-80.461502,5.477711,8:53:20
37.223827,-80.461502,5.615804,8:53:40
37.223824,-80.461502,5.592788,8:53:60
37.223820,-80.461502,5.132477,8:53:80
37.223816,-80.461502,4.890813,8:54:0
37.223812,-80.461502,4.568594,8:54:20
37.223808,-80.461502,4.384470,8:54:40
37.223804,-80.461502,4.234869,8:54:60
37.223801,-80.461502,4.292408,8:54:80
37.223797,-80.461502,3.601940,8:55:0
37.223793,-80.461502,3.314245,8:55:20
37.223793,-80.461502,3.210675,8:55:40
37.223789,-80.461502,3.348768,8:55:60
37.223785,-80.461502,3.463846,8:55:80
37.223782,-80.461494,3.555908,8:56:0
37.223782,-80.461494,3.337260,8:56:20
37.223782,-80.461487,4.142806,8:56:40
37.223778,-80.461487,4.465024,8:56:60
37.223774,-80.461479,4.695180,8:56:80
37.223770,-80.461479,5.236047,8:57:0
37.223766,-80.461472,5.190015,8:57:20
37.223763,-80.461472,5.224539,8:57:40
37.223759,-80.461472,5.351125,8:57:60
37.223755,-80.461464,5.074937,8:57:80
37.223755,-80.461464,4.499548,8:58:0
37.223751,-80.461456,4.165822,8:58:20
37.223751,-80.461456,4.004713,8:58:40
37.223747,-80.461456,3.855111,8:58:60
37.223747,-80.461456,3.866619,8:58:80
37.223743,-80.461449,3.717018,8:59:0
37.223740,-80.461449,3.705510,8:59:20
37.223740,-80.461449,3.809080,8:59:40
37.223736,-80.461441,3.866619,8:59:60
37.223732,-80.461441,4.073760,8:59:80
37.223728,-80.461441,4.211853,9:0:0
37.223724,-80.461441,4.188837,9:0:20
37.223721,-80.461441,4.223361,9:0:40
37.223717,-80.461441,4.200345,9:0:80
37.223713,-80.461433,4.372962,9:1:0
37.223709,-80.461433,4.395978,9:1:20
37.223705,-80.461433,4.580102,9:1:40
37.223701,-80.461433,4.545579,9:1:60
37.223698,-80.461433,4.211853,9:1:80
37.223694,-80.461433,4.326931,9:2:0
37.223690,-80.461433,4.407485,9:2:20
37.223686,-80.461433,4.292408,9:2:40
37.223682,-80.461441,4.534071,9:2:60
37.223682,-80.461441,4.315423,9:2:80
37.223679,-80.461441,4.361454,9:3:0
37.223675,-80.461441,4.395978,9:3:20
37.223671,-80.461441,4.476532,9:3:40
37.223663,-80.461441,4.718196,9:3:60
37.223660,-80.461441,4.821766,9:3:80
37.223656,-80.461441,5.143984,9:4:0
37.223652,-80.461441,5.155492,9:4:20
37.223648,-80.461449,5.178508,9:4:40
37.223640,-80.461449,5.224539,9:4:60
37.223637,-80.461449,5.316601,9:4:80
37.223633,-80.461456,5.316601,9:5:0
37.223629,-80.461456,5.339617,9:5:20
37.223625,-80.461456,5.385648,9:5:40
37.223621,-80.461464,5.282078,9:5:60
37.223618,-80.461464,5.236047,9:5:80
37.223614,-80.461464,5.328109,9:6:0
37.223610,-80.461472,5.259062,9:6:20
37.223606,-80.461472,5.224539,9:6:40
37.223602,-80.461472,4.936844,9:6:60
37.223598,-80.461479,5.086445,9:6:80
37.223595,-80.461479,5.028906,9:7:0
37.223591,-80.461487,5.040414,9:7:20
37.223591,-80.461487,5.120969,9:7:40
37.223587,-80.461494,4.752719,9:7:60
37.223583,-80.461494,4.752719,9:7:80
37.223579,-80.461494,4.729704,9:8:0
37.223579,-80.461502,4.913828,9:8:20
37.223576,-80.461502,5.017399,9:8:40
37.223572,-80.461510,4.959860,9:8:60
37.223568,-80.461510,4.890813,9:8:80
37.223568,-80.461517,4.936844,9:9:0
37.223564,-80.461517,4.879305,9:9:20
37.223560,-80.461525,4.890813,9:9:40
37.223560,-80.461525,4.890813,9:9:60
37.223557,-80.461533,5.074937,9:9:80
37.223553,-80.461540,5.305093,9:10:0
37.223553,-80.461540,5.351125,9:10:20
37.223549,-80.461548,5.213031,9:10:40
37.223549,-80.461548,5.362632,9:10:60
37.223545,-80.461555,5.293586,9:10:80
37.223541,-80.461555,5.109461,9:11:0
37.223541,-80.461563,5.132477,9:11:20
37.223537,-80.461571,5.236047,9:11:40
37.223537,-80.461571,5.270570,9:11:60
37.223534,-80.461578,5.339617,9:11:80
37.223530,-80.461578,5.408663,9:12:0
37.223530,-80.461586,5.592788,9:12:20
37.223526,-80.461594,5.155492,9:12:40
37.223526,-80.461594,4.936844,9:12:60
37.223522,-80.461601,4.833274,9:12:80
37.223522,-80.461601,4.729704,9:13:0
37.223518,-80.461609,4.039236,9:13:20
37.223518,-80.461609,3.130120,9:13:40
37.223515,-80.461609,3.049566,9:13:60
37.223515,-80.461617,3.118612,9:13:80
37.223511,-80.461617,3.763049,9:14:0
37.223511,-80.461624,4.292408,9:14:20
37.223511,-80.461624,4.833274,9:14:40
37.223507,-80.461632,5.097953,9:14:60
37.223507,-80.461639,5.190015,9:14:80
37.223503,-80.461647,5.328109,9:15:0
37.223503,-80.461647,5.178508,9:15:20
37.223503,-80.461655,5.109461,9:15:40
37.223499,-80.461662,5.236047,9:15:60
37.223499,-80.461662,5.178508,9:15:80
37.223499,-80.461670,5.086445,9:16:0
37.223495,-80.461678,5.178508,9:16:20
37.223495,-80.461678,4.833274,9:16:40
37.223492,-80.461685,5.109461,9:16:60
37.223492,-80.461693,5.005891,9:16:80
37.223492,-80.461693,5.224539,9:17:0
37.223492,-80.461700,5.213031,9:17:20
37.223488,-80.461708,4.994383,9:17:40
37.223488,-80.461708,5.178508,9:17:60
37.223488,-80.461716,5.213031,9:17:80
37.223484,-80.461723,5.086445,9:18:0
37.223484,-80.461731,5.247554,9:18:20
37.223480,-80.461731,5.213031,9:18:40
37.223480,-80.461746,5.213031,9:18:80
37.223476,-80.461746,5.362632,9:19:0
37.223476,-80.461754,5.351125,9:19:20
37.223476,-80.461761,5.351125,9:19:40
37.223473,-80.461769,5.305093,9:19:60
37.223473,-80.461769,5.328109,9:19:80
37.223469,-80.461777,5.615804,9:20:0
37.223469,-80.461784,5.477711,9:20:20
37.223469,-80.461784,5.535249,9:20:40
37.223465,-80.461792,5.477711,9:20:60
37.223465,-80.461800,5.489218,9:20:80
37.223465,-80.461807,5.535249,9:21:0
37.223461,-80.461807,5.362632,9:21:20
37.223461,-80.461815,5.477711,9:21:40
37.223461,-80.461823,5.443187,9:21:60
37.223461,-80.461830,5.477711,9:21:80
37.223457,-80.461830,5.650327,9:22:0
37.223457,-80.461838,5.742390,9:22:20
37.223457,-80.461845,6.053100,9:22:40
37.223454,-80.461853,5.845960,9:22:60
37.223454,-80.461853,5.500726,9:22:80
37.223454,-80.461861,5.558265,9:23:0
37.223450,-80.461868,5.523741,9:23:20
37.223450,-80.461876,5.673343,9:23:40
37.223446,-80.461876,5.730882,9:23:60
37.223446,-80.461884,5.673343,9:23:80
37.223446,-80.461891,5.673343,9:24:0
37.223446,-80.461899,5.627311,9:24:20
37.223442,-80.461899,5.926514,9:24:40
37.223442,-80.461906,5.845960,9:24:60
37.223442,-80.461914,5.857468,9:24:80
37.223438,-80.461922,5.696359,9:25:0
37.223438,-80.461922,5.834452,9:25:20
37.223434,-80.461929,5.512234,9:25:40
37.223434,-80.461929,5.466202,9:25:60
37.223434,-80.461937,5.684851,9:25:80
37.223431,-80.461945,5.707866,9:26:0
37.223431,-80.461952,5.742390,9:26:20
37.223431,-80.461952,6.007069,9:26:40
37.223427,-80.461960,5.868975,9:26:60
37.223427,-80.461967,5.765405,9:26:80
37.223427,-80.461967,5.661835,9:27:0
37.223427,-80.461975,5.707866,9:27:20
37.223423,-80.461983,5.489218,9:27:40
37.223423,-80.461990,5.408663,9:27:80
37.223423,-80.461998,5.397156,9:28:0
37.223423,-80.462006,5.707866,9:28:20
37.223423,-80.462006,5.696359,9:28:40
37.223419,-80.462013,5.604296,9:28:60
37.223419,-80.462021,5.730882,9:28:80
37.223419,-80.462029,5.592788,9:29:0
37.223419,-80.462029,5.615804,9:29:20
37.223419,-80.462036,5.615804,9:29:40
37.223419,-80.462044,5.581281,9:29:60
37.223419,-80.462051,5.857468,9:29:80
37.223415,-80.462051,5.592788,9:30:0
37.223415,-80.462059,5.776913,9:30:20
37.223415,-80.462067,5.753898,9:30:40
37.223415,-80.462074,5.604296,9:30:60
37.223415,-80.462074,5.799929,9:30:80
37.223415,-80.462082,5.776913,9:31:0
37.223412,-80.462090,5.615804,9:31:20
37.223412,-80.462097,5.661835,9:31:40
37.223412,-80.462097,5.684851,9:31:60
37.223412,-80.462105,5.753898,9:31:80
37.223408,-80.462112,5.834452,9:32:0
37.223408,-80.462120,5.696359,9:32:20
37.223408,-80.462128,5.891991,9:32:40
37.223408,-80.462128,5.915007,9:32:60
37.223408,-80.462135,6.168178,9:32:80
37.223408,-80.462143,5.949530,9:33:0
37.223408,-80.462151,6.087623,9:33:20
37.223404,-80.462158,6.168178,9:33:40
37.223404,-80.462158,6.030084,9:33:60
37.223404,-80.462166,6.225717,9:33:80
37.223404,-80.462173,6.145163,9:34:0
37.223404,-80.462181,6.271748,9:34:20
37.223400,-80.462181,5.776913,9:34:40
37.223400,-80.462189,5.765405,9:34:60
37.223400,-80.462196,5.961038,9:34:80
37.223400,-80.462204,6.053100,9:35:0
37.223400,-80.462212,6.076116,9:35:20
37.223400,-80.462219,6.087623,9:35:40
37.223400,-80.462219,6.041593,9:35:60
37.223400,-80.462234,5.661835,9:36:0
37.223400,-80.462242,5.845960,9:36:20
37.223400,-80.462250,6.053100,9:36:40
37.223400,-80.462257,6.030084,9:36:60
37.223400,-80.462257,5.765405,9:36:80
37.223400,-80.462265,5.661835,9:37:0
